Verb Conjugation Drill Italian
RU;IT;Verb;Tense;Group;Rank
она успеет прибежать домой (correre a casa);Lei sarà corsa a casa.;correre;Futuro Anteriore;regular_ere;1089
мы успеем прибежать домой (correre a casa);Noi saremo corsi a casa.;correre;Futuro Anteriore;regular_ere;1089
вы успеете прибежать домой (correre a casa);Voi sarete corsi a casa.;correre;Futuro Anteriore;regular_ere;1089
они успеют прибежать домой (correre a casa);Loro saranno corsi a casa.;correre;Futuro Anteriore;regular_ere;1089
я бы побежал домой (correre a casa);Io correrei a casa.;correre;Condizionale Presente;regular_ere;1089
ты бы побежал домой (correre a casa);Tu correresti a casa.;correre;Condizionale Presente;regular_ere;1089
он бы побежал домой (correre a casa);Lui correrebbe a casa.;correre;Condizionale Presente;regular_ere;1089
она бы побежала домой (correre a casa);Lei correrebbe a casa.;correre;Condizionale Presente;regular_ere;1089
мы бы побежали домой (correre a casa);Noi correremmo a casa.;correre;Condizionale Presente;regular_ere;1089
вы бы побежали домой (correre a casa);Voi correreste a casa.;correre;Condizionale Presente;regular_ere;1089
они бы побежали домой (correre a casa);Loro correrebbero a casa.;correre;Condizionale Presente;regular_ere;1089
я бы побежал домой (correre a casa);Io sarei corso a casa.;correre;Condizionale Passato;regular_ere;1089
ты бы побежал домой (correre a casa);Tu saresti corso a casa.;correre;Condizionale Passato;regular_ere;1089
он бы побежал домой (correre a casa);Lui sarebbe corso a casa.;correre;Condizionale Passato;regular_ere;1089
она бы побежала домой (correre a casa);Lei sarebbe corsa a casa.;correre;Condizionale Passato;regular_ere;1089
мы бы побежали домой (correre a casa);Noi saremmo corsi a casa.;correre;Condizionale Passato;regular_ere;1089
вы бы побежали домой (correre a casa);Voi sareste corsi a casa.;correre;Condizionale Passato;regular_ere;1089
они бы побежали домой (correre a casa);Loro sarebbero corsi a casa.;correre;Condizionale Passato;regular_ere;1089
он хочет, чтобы я побежал домой (correre a casa);Lui vuole che io corra a casa.;correre;Congiuntivo Presente;regular_ere;1089
она хочет, чтобы ты побежал домой (correre a casa);Lei vuole che tu corra a casa.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что он побежит домой (correre a casa);Io penso che lui corra a casa.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что она побежит домой (correre a casa);Io penso che lei corra a casa.;correre;Congiuntivo Presente;regular_ere;1089
он хочет, чтобы мы побежали домой (correre a casa);Lui vuole che noi corriamo a casa.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что вы побежите домой (correre a casa);Io penso che voi corriate a casa.;correre;Congiuntivo Presente;regular_ere;1089
она хочет, чтобы они побежали домой (correre a casa);Lei vuole che loro corrano a casa.;correre;Congiuntivo Presente;regular_ere;1089
она хотела, чтобы я бежал домой (correre a casa);Lei voleva che io corressi a casa.;correre;Congiuntivo Imperfetto;regular_ere;1089
он хотел, чтобы ты бежал домой (correre a casa);Lui voleva che tu corressi a casa.;correre;Congiuntivo Imperfetto;regular_ere;1089
я думал, что он будет бежать домой (correre a casa);Io pensavo che lui corresse a casa.;correre;Congiuntivo Imperfetto;regular_ere;1089
мы верили, что она будет бежать домой (correre a casa);Noi credevamo che lei corresse a casa.;correre;Congiuntivo Imperfetto;regular_ere;1089
они надеялись, что мы будем бежать домой (correre a casa);Loro speravano che noi corressimo a casa.;correre;Congiuntivo Imperfetto;regular_ere;1089
он хотел, чтобы вы бежали домой (correre a casa);Lui voleva che voi correste a casa.;correre;Congiuntivo Imperfetto;regular_ere;1089
я думал, что они будут бежать домой (correre a casa);Io pensavo che loro corressero a casa.;correre;Congiuntivo Imperfetto;regular_ere;1089
он думает, что я уже прибежал домой (correre a casa);Lui pensa che io sia corso a casa.;correre;Congiuntivo Passato;regular_ere;1089
она надеется, что ты уже прибежал домой (correre a casa);Lei spera che tu sia corso a casa.;correre;Congiuntivo Passato;regular_ere;1089
я верю, что он уже прибежал домой (correre a casa);Io credo che lui sia corso a casa.;correre;Congiuntivo Passato;regular_ere;1089
мы сомневаемся, что она уже прибежала домой (correre a casa);Noi dubitiamo che lei sia corsa a casa.;correre;Congiuntivo Passato;regular_ere;1089
ты думаешь, что мы уже прибежали домой (correre a casa);Tu pensi che noi siamo corsi a casa.;correre;Congiuntivo Passato;regular_ere;1089
он верит, что вы уже прибежали домой (correre a casa);Lui crede che voi siate corsi a casa.;correre;Congiuntivo Passato;regular_ere;1089
я полагаю, что они уже прибежали домой (correre a casa);Io suppongo che loro siano corsi a casa.;correre;Congiuntivo Passato;regular_ere;1089
я бегу на помощь (correre ai soccorsi);Io corro ai soccorsi.;correre;Presente;regular_ere;1089
ты бежишь на помощь (correre ai soccorsi);Tu corri ai soccorsi.;correre;Presente;regular_ere;1089
он бежит на помощь (correre ai soccorsi);Lui corre ai soccorsi.;correre;Presente;regular_ere;1089
она бежит на помощь (correre ai soccorsi);Lei corre ai soccorsi.;correre;Presente;regular_ere;1089
мы бежим на помощь (correre ai soccorsi);Noi corriamo ai soccorsi.;correre;Presente;regular_ere;1089
вы бежите на помощь (correre ai soccorsi);Voi correte ai soccorsi.;correre;Presente;regular_ere;1089
они бегут на помощь (correre ai soccorsi);Loro corrono ai soccorsi.;correre;Presente;regular_ere;1089
я бежал на помощь (correre ai soccorsi);Io correvo ai soccorsi.;correre;Imperfetto;regular_ere;1089
ты бежал на помощь (correre ai soccorsi);Tu correvi ai soccorsi.;correre;Imperfetto;regular_ere;1089
он бежал на помощь (correre ai soccorsi);Lui correva ai soccorsi.;correre;Imperfetto;regular_ere;1089
она бежала на помощь (correre ai soccorsi);Lei correva ai soccorsi.;correre;Imperfetto;regular_ere;1089
мы бежали на помощь (correre ai soccorsi);Noi correvamo ai soccorsi.;correre;Imperfetto;regular_ere;1089
вы бежали на помощь (correre ai soccorsi);Voi correvate ai soccorsi.;correre;Imperfetto;regular_ere;1089
они бежали на помощь (correre ai soccorsi);Loro correvano ai soccorsi.;correre;Imperfetto;regular_ere;1089
я поспешил на помощь (correre ai soccorsi);Io corsi ai soccorsi.;correre;Passato Remoto;regular_ere;1089
ты поспешил на помощь (correre ai soccorsi);Tu corresti ai soccorsi.;correre;Passato Remoto;regular_ere;1089
он поспешил на помощь (correre ai soccorsi);Lui corse ai soccorsi.;correre;Passato Remoto;regular_ere;1089
она поспешила на помощь (correre ai soccorsi);Lei corse ai soccorsi.;correre;Passato Remoto;regular_ere;1089
мы поспешили на помощь (correre ai soccorsi);Noi corremmo ai soccorsi.;correre;Passato Remoto;regular_ere;1089
вы поспешили на помощь (correre ai soccorsi);Voi correste ai soccorsi.;correre;Passato Remoto;regular_ere;1089
они поспешили на помощь (correre ai soccorsi);Loro corsero ai soccorsi.;correre;Passato Remoto;regular_ere;1089
я поспешил на помощь (correre ai soccorsi);Io sono corso ai soccorsi.;correre;Passato Prossimo;regular_ere;1089
ты поспешил на помощь (correre ai soccorsi);Tu sei corso ai soccorsi.;correre;Passato Prossimo;regular_ere;1089
он поспешил на помощь (correre ai soccorsi);Lui è corso ai soccorsi.;correre;Passato Prossimo;regular_ere;1089
она поспешила на помощь (correre ai soccorsi);Lei è corsa ai soccorsi.;correre;Passato Prossimo;regular_ere;1089
мы поспешили на помощь (correre ai soccorsi);Noi siamo corsi ai soccorsi.;correre;Passato Prossimo;regular_ere;1089
вы поспешили на помощь (correre ai soccorsi);Voi siete corsi ai soccorsi.;correre;Passato Prossimo;regular_ere;1089
они поспешили на помощь (correre ai soccorsi);Loro sono corsi ai soccorsi.;correre;Passato Prossimo;regular_ere;1089
я уже прибежал на помощь (correre ai soccorsi);Io ero corso ai soccorsi.;correre;Trapassato Prossimo;regular_ere;1089
ты уже прибежал на помощь (correre ai soccorsi);Tu eri corso ai soccorsi.;correre;Trapassato Prossimo;regular_ere;1089
он уже прибежал на помощь (correre ai soccorsi);Lui era corso ai soccorsi.;correre;Trapassato Prossimo;regular_ere;1089
она уже прибежала на помощь (correre ai soccorsi);Lei era corsa ai soccorsi.;correre;Trapassato Prossimo;regular_ere;1089
мы уже прибежали на помощь (correre ai soccorsi);Noi eravamo corsi ai soccorsi.;correre;Trapassato Prossimo;regular_ere;1089
вы уже прибежали на помощь (correre ai soccorsi);Voi eravate corsi ai soccorsi.;correre;Trapassato Prossimo;regular_ere;1089
они уже прибежали на помощь (correre ai soccorsi);Loro erano corsi ai soccorsi.;correre;Trapassato Prossimo;regular_ere;1089
я приду на помощь (correre ai soccorsi);Io correrò ai soccorsi.;correre;Futuro Semplice;regular_ere;1089
ты придешь на помощь (correre ai soccorsi);Tu correrai ai soccorsi.;correre;Futuro Semplice;regular_ere;1089
он придет на помощь (correre ai soccorsi);Lui correrà ai soccorsi.;correre;Futuro Semplice;regular_ere;1089
она придет на помощь (correre ai soccorsi);Lei correrà ai soccorsi.;correre;Futuro Semplice;regular_ere;1089
мы придем на помощь (correre ai soccorsi);Noi correremo ai soccorsi.;correre;Futuro Semplice;regular_ere;1089
вы придете на помощь (correre ai soccorsi);Voi correrete ai soccorsi.;correre;Futuro Semplice;regular_ere;1089
они придут на помощь (correre ai soccorsi);Loro correranno ai soccorsi.;correre;Futuro Semplice;regular_ere;1089
я успею прийти на помощь (correre ai soccorsi);Io sarò corso ai soccorsi.;correre;Futuro Anteriore;regular_ere;1089
ты успеешь прийти на помощь (correre ai soccorsi);Tu sarai corso ai soccorsi.;correre;Futuro Anteriore;regular_ere;1089
он успеет прийти на помощь (correre ai soccorsi);Lui sarà corso ai soccorsi.;correre;Futuro Anteriore;regular_ere;1089
она успеет прийти на помощь (correre ai soccorsi);Lei sarà corsa ai soccorsi.;correre;Futuro Anteriore;regular_ere;1089
мы успеем прийти на помощь (correre ai soccorsi);Noi saremo corsi ai soccorsi.;correre;Futuro Anteriore;regular_ere;1089
вы успеете прийти на помощь (correre ai soccorsi);Voi sarete corsi ai soccorsi.;correre;Futuro Anteriore;regular_ere;1089
они успеют прийти на помощь (correre ai soccorsi);Loro saranno corsi ai soccorsi.;correre;Futuro Anteriore;regular_ere;1089
я бы пришел на помощь (correre ai soccorsi);Io correrei ai soccorsi.;correre;Condizionale Presente;regular_ere;1089
ты бы пришел на помощь (correre ai soccorsi);Tu correresti ai soccorsi.;correre;Condizionale Presente;regular_ere;1089
он бы пришел на помощь (correre ai soccorsi);Lui correrebbe ai soccorsi.;correre;Condizionale Presente;regular_ere;1089
она бы пришла на помощь (correre ai soccorsi);Lei correrebbe ai soccorsi.;correre;Condizionale Presente;regular_ere;1089
мы бы пришли на помощь (correre ai soccorsi);Noi correremmo ai soccorsi.;correre;Condizionale Presente;regular_ere;1089
вы бы пришли на помощь (correre ai soccorsi);Voi correreste ai soccorsi.;correre;Condizionale Presente;regular_ere;1089
они бы пришли на помощь (correre ai soccorsi);Loro correrebbero ai soccorsi.;correre;Condizionale Presente;regular_ere;1089
я бы прибежал на помощь (correre ai soccorsi);Io sarei corso ai soccorsi.;correre;Condizionale Passato;regular_ere;1089
ты бы прибежал на помощь (correre ai soccorsi);Tu saresti corso ai soccorsi.;correre;Condizionale Passato;regular_ere;1089
он бы прибежал на помощь (correre ai soccorsi);Lui sarebbe corso ai soccorsi.;correre;Condizionale Passato;regular_ere;1089
она бы прибежала на помощь (correre ai soccorsi);Lei sarebbe corsa ai soccorsi.;correre;Condizionale Passato;regular_ere;1089
мы бы прибежали на помощь (correre ai soccorsi);Noi saremmo corsi ai soccorsi.;correre;Condizionale Passato;regular_ere;1089
вы бы прибежали на помощь (correre ai soccorsi);Voi sareste corsi ai soccorsi.;correre;Condizionale Passato;regular_ere;1089
они бы прибежали на помощь (correre ai soccorsi);Loro sarebbero corsi ai soccorsi.;correre;Condizionale Passato;regular_ere;1089
он хочет, чтобы я пришел на помощь (correre ai soccorsi);Lui vuole che io corra ai soccorsi.;correre;Congiuntivo Presente;regular_ere;1089
она хочет, чтобы ты пришел на помощь (correre ai soccorsi);Lei vuole che tu corra ai soccorsi.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что он придет на помощь (correre ai soccorsi);Io penso che lui corra ai soccorsi.;correre;Congiuntivo Presente;regular_ere;1089
мы думаем, что она придет на помощь (correre ai soccorsi);Noi pensiamo che lei corra ai soccorsi.;correre;Congiuntivo Presente;regular_ere;1089
ты хочешь, чтобы мы пришли на помощь (correre ai soccorsi);Tu vuoi che noi corriamo ai soccorsi.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что вы придете на помощь (correre ai soccorsi);Io penso che voi corriate ai soccorsi.;correre;Congiuntivo Presente;regular_ere;1089
он хочет, чтобы они пришли на помощь (correre ai soccorsi);Lui vuole che loro corrano ai soccorsi.;correre;Congiuntivo Presente;regular_ere;1089
она хотела, чтобы я пришел на помощь (correre ai soccorsi);Lei voleva che io corressi ai soccorsi.;correre;Congiuntivo Imperfetto;regular_ere;1089
он хотел, чтобы ты пришел на помощь (correre ai soccorsi);Lui voleva che tu corressi ai soccorsi.;correre;Congiuntivo Imperfetto;regular_ere;1089
я думал, что он придет на помощь (correre ai soccorsi);Io pensavo che lui corresse ai soccorsi.;correre;Congiuntivo Imperfetto;regular_ere;1089
мы надеялись, что она придет на помощь (correre ai soccorsi);Noi speravamo che lei corresse ai soccorsi.;correre;Congiuntivo Imperfetto;regular_ere;1089
они хотели, чтобы мы пришли на помощь (correre ai soccorsi);Loro volevano che noi corressimo ai soccorsi.;correre;Congiuntivo Imperfetto;regular_ere;1089
я думал, что вы придете на помощь (correre ai soccorsi);Io pensavo che voi correste ai soccorsi.;correre;Congiuntivo Imperfetto;regular_ere;1089
он надеялся, что они придут на помощь (correre ai soccorsi);Lui sperava che loro corressero ai soccorsi.;correre;Congiuntivo Imperfetto;regular_ere;1089
он думает, что я уже пришел на помощь (correre ai soccorsi);Lui pensa che io sia corso ai soccorsi.;correre;Congiuntivo Passato;regular_ere;1089
она надеется, что ты уже пришел на помощь (correre ai soccorsi);Lei spera che tu sia corso ai soccorsi.;correre;Congiuntivo Passato;regular_ere;1089
я верю, что он уже пришел на помощь (correre ai soccorsi);Io credo che lui sia corso ai soccorsi.;correre;Congiuntivo Passato;regular_ere;1089
мы сомневаемся, что она уже пришла на помощь (correre ai soccorsi);Noi dubitiamo che lei sia corsa ai soccorsi.;correre;Congiuntivo Passato;regular_ere;1089
ты думаешь, что мы уже пришли на помощь (correre ai soccorsi);Tu pensi che noi siamo corsi ai soccorsi.;correre;Congiuntivo Passato;regular_ere;1089
он предполагает, что вы уже пришли на помощь (correre ai soccorsi);Lui suppone che voi siate corsi ai soccorsi.;correre;Congiuntivo Passato;regular_ere;1089
я верю, что они уже пришли на помощь (correre ai soccorsi);Io credo che loro siano corsi ai soccorsi.;correre;Congiuntivo Passato;regular_ere;1089
я бегу за кем-то (correre dietro qualcuno);Io corro dietro qualcuno.;correre;Presente;regular_ere;1089
ты бежишь за кем-то (correre dietro qualcuno);Tu corri dietro qualcuno.;correre;Presente;regular_ere;1089
он бежит за кем-то (correre dietro qualcuno);Lui corre dietro qualcuno.;correre;Presente;regular_ere;1089
она бежит за кем-то (correre dietro qualcuno);Lei corre dietro qualcuno.;correre;Presente;regular_ere;1089
мы бежим за кем-то (correre dietro qualcuno);Noi corriamo dietro qualcuno.;correre;Presente;regular_ere;1089
вы бежите за кем-то (correre dietro qualcuno);Voi correte dietro qualcuno.;correre;Presente;regular_ere;1089
они бегут за кем-то (correre dietro qualcuno);Loro corrono dietro qualcuno.;correre;Presente;regular_ere;1089
я бегал за кем-то (correre dietro qualcuno);Io correvo dietro qualcuno.;correre;Imperfetto;regular_ere;1089
ты бегал за кем-то (correre dietro qualcuno);Tu correvi dietro qualcuno.;correre;Imperfetto;regular_ere;1089
он бегал за кем-то (correre dietro qualcuno);Lui correva dietro qualcuno.;correre;Imperfetto;regular_ere;1089
она бегала за кем-то (correre dietro qualcuno);Lei correva dietro qualcuno.;correre;Imperfetto;regular_ere;1089
мы бегали за кем-то (correre dietro qualcuno);Noi correvamo dietro qualcuno.;correre;Imperfetto;regular_ere;1089
вы бегали за кем-то (correre dietro qualcuno);Voi correvate dietro qualcuno.;correre;Imperfetto;regular_ere;1089
они бегали за кем-то (correre dietro qualcuno);Loro correvano dietro qualcuno.;correre;Imperfetto;regular_ere;1089
я побежал за кем-то (correre dietro qualcuno);Io corsi dietro qualcuno.;correre;Passato Remoto;regular_ere;1089
ты побежал за кем-то (correre dietro qualcuno);Tu corresti dietro qualcuno.;correre;Passato Remoto;regular_ere;1089
он побежал за кем-то (correre dietro qualcuno);Lui corse dietro qualcuno.;correre;Passato Remoto;regular_ere;1089
она побежала за кем-то (correre dietro qualcuno);Lei corse dietro qualcuno.;correre;Passato Remoto;regular_ere;1089
мы побежали за кем-то (correre dietro qualcuno);Noi corremmo dietro qualcuno.;correre;Passato Remoto;regular_ere;1089
вы побежали за кем-то (correre dietro qualcuno);Voi correste dietro qualcuno.;correre;Passato Remoto;regular_ere;1089
они побежали за кем-то (correre dietro qualcuno);Loro corsero dietro qualcuno.;correre;Passato Remoto;regular_ere;1089
я побежал за кем-то (correre dietro qualcuno);Io sono corso dietro qualcuno.;correre;Passato Prossimo;regular_ere;1089
ты побежал за кем-то (correre dietro qualcuno);Tu sei corso dietro qualcuno.;correre;Passato Prossimo;regular_ere;1089
он побежал за кем-то (correre dietro qualcuno);Lui è corso dietro qualcuno.;correre;Passato Prossimo;regular_ere;1089
она побежала за кем-то (correre dietro qualcuno);Lei è corsa dietro qualcuno.;correre;Passato Prossimo;regular_ere;1089
мы побежали за кем-то (correre dietro qualcuno);Noi siamo corsi dietro qualcuno.;correre;Passato Prossimo;regular_ere;1089
вы побежали за кем-то (correre dietro qualcuno);Voi siete corsi dietro qualcuno.;correre;Passato Prossimo;regular_ere;1089
они побежали за кем-то (correre dietro qualcuno);Loro sono corsi dietro qualcuno.;correre;Passato Prossimo;regular_ere;1089
я уже бежал за кем-то (correre dietro qualcuno);Io ero corso dietro qualcuno.;correre;Trapassato Prossimo;regular_ere;1089
ты уже бежал за кем-то (correre dietro qualcuno);Tu eri corso dietro qualcuno.;correre;Trapassato Prossimo;regular_ere;1089
он уже бежал за кем-то (correre dietro qualcuno);Lui era corso dietro qualcuno.;correre;Trapassato Prossimo;regular_ere;1089
она уже бежала за кем-то (correre dietro qualcuno);Lei era corsa dietro qualcuno.;correre;Trapassato Prossimo;regular_ere;1089
мы уже бежали за кем-то (correre dietro qualcuno);Noi eravamo corsi dietro qualcuno.;correre;Trapassato Prossimo;regular_ere;1089
вы уже бежали за кем-то (correre dietro qualcuno);Voi eravate corsi dietro qualcuno.;correre;Trapassato Prossimo;regular_ere;1089
они уже бежали за кем-то (correre dietro qualcuno);Loro erano corsi dietro qualcuno.;correre;Trapassato Prossimo;regular_ere;1089
я буду бежать за кем-то (correre dietro qualcuno);Io correrò dietro qualcuno.;correre;Futuro Semplice;regular_ere;1089
ты будешь бежать за кем-то (correre dietro qualcuno);Tu correrai dietro qualcuno.;correre;Futuro Semplice;regular_ere;1089
он будет бежать за кем-то (correre dietro qualcuno);Lui correrà dietro qualcuno.;correre;Futuro Semplice;regular_ere;1089
она будет бежать за кем-то (correre dietro qualcuno);Lei correrà dietro qualcuno.;correre;Futuro Semplice;regular_ere;1089
мы будем бежать за кем-то (correre dietro qualcuno);Noi correremo dietro qualcuno.;correre;Futuro Semplice;regular_ere;1089
вы будете бежать за кем-то (correre dietro qualcuno);Voi correrete dietro qualcuno.;correre;Futuro Semplice;regular_ere;1089
они будут бежать за кем-то (correre dietro qualcuno);Loro correranno dietro qualcuno.;correre;Futuro Semplice;regular_ere;1089
я успею побежать за кем-то (correre dietro qualcuno);Io sarò corso dietro qualcuno.;correre;Futuro Anteriore;regular_ere;1089
ты успеешь побежать за кем-то (correre dietro qualcuno);Tu sarai corso dietro qualcuno.;correre;Futuro Anteriore;regular_ere;1089
он успеет побежать за кем-то (correre dietro qualcuno);Lui sarà corso dietro qualcuno.;correre;Futuro Anteriore;regular_ere;1089
она успеет побежать за кем-то (correre dietro qualcuno);Lei sarà corsa dietro qualcuno.;correre;Futuro Anteriore;regular_ere;1089
мы успеем побежать за кем-то (correre dietro qualcuno);Noi saremo corsi dietro qualcuno.;correre;Futuro Anteriore;regular_ere;1089
вы успеете побежать за кем-то (correre dietro qualcuno);Voi sarete corsi dietro qualcuno.;correre;Futuro Anteriore;regular_ere;1089
они успеют побежать за кем-то (correre dietro qualcuno);Loro saranno corsi dietro qualcuno.;correre;Futuro Anteriore;regular_ere;1089
я бы побежал за кем-то (correre dietro qualcuno);Io correrei dietro qualcuno.;correre;Condizionale Presente;regular_ere;1089
ты бы побежал за кем-то (correre dietro qualcuno);Tu correresti dietro qualcuno.;correre;Condizionale Presente;regular_ere;1089
он бы побежал за кем-то (correre dietro qualcuno);Lui correrebbe dietro qualcuno.;correre;Condizionale Presente;regular_ere;1089
она бы побежала за кем-то (correre dietro qualcuno);Lei correrebbe dietro qualcuno.;correre;Condizionale Presente;regular_ere;1089
мы бы побежали за кем-то (correre dietro qualcuno);Noi correremmo dietro qualcuno.;correre;Condizionale Presente;regular_ere;1089
вы бы побежали за кем-то (correre dietro qualcuno);Voi correreste dietro qualcuno.;correre;Condizionale Presente;regular_ere;1089
они бы побежали за кем-то (correre dietro qualcuno);Loro correrebbero dietro qualcuno.;correre;Condizionale Presente;regular_ere;1089
я бы побежал за кем-то (correre dietro qualcuno);Io sarei corso dietro qualcuno.;correre;Condizionale Passato;regular_ere;1089
ты бы побежал за кем-то (correre dietro qualcuno);Tu saresti corso dietro qualcuno.;correre;Condizionale Passato;regular_ere;1089
он бы побежал за кем-то (correre dietro qualcuno);Lui sarebbe corso dietro qualcuno.;correre;Condizionale Passato;regular_ere;1089
она бы побежала за кем-то (correre dietro qualcuno);Lei sarebbe corsa dietro qualcuno.;correre;Condizionale Passato;regular_ere;1089
мы бы побежали за кем-то (correre dietro qualcuno);Noi saremmo corsi dietro qualcuno.;correre;Condizionale Passato;regular_ere;1089
вы бы побежали за кем-то (correre dietro qualcuno);Voi sareste corsi dietro qualcuno.;correre;Condizionale Passato;regular_ere;1089
они бы побежали за кем-то (correre dietro qualcuno);Loro sarebbero corsi dietro qualcuno.;correre;Condizionale Passato;regular_ere;1089
она хочет, чтобы я бежал за кем-то (correre dietro qualcuno);Lei vuole che io corra dietro qualcuno.;correre;Congiuntivo Presente;regular_ere;1089
он хочет, чтобы ты бежал за кем-то (correre dietro qualcuno);Lui vuole che tu corra dietro qualcuno.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что он бежит за кем-то (correre dietro qualcuno);Io penso che lui corra dietro qualcuno.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что она бежит за кем-то (correre dietro qualcuno);Io penso che lei corra dietro qualcuno.;correre;Congiuntivo Presente;regular_ere;1089
он хочет, чтобы мы бежали за кем-то (correre dietro qualcuno);Lui vuole che noi corriamo dietro qualcuno.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что вы бежите за кем-то (correre dietro qualcuno);Io penso che voi corriate dietro qualcuno.;correre;Congiuntivo Presente;regular_ere;1089
я думаю, что они бегут за кем-то (correre dietro qualcuno);Io penso che loro corrano dietro qualcuno.;correre;Congiuntivo Presente;regular_ere;1089
она хотела, чтобы я бежал за кем-то (correre dietro qualcuno);Lei voleva che io corressi dietro qualcuno.;correre;Congiuntivo Imperfetto;regular_ere;1089
он хотел, чтобы ты бежал за кем-то (correre dietro qualcuno);Lui voleva che tu corressi dietro qualcuno.;correre;Congiuntivo Imperfetto;regular_ere;1089
я думал, что он будет бежать за кем-то (correre dietro qualcuno);Io pensavo che lui corresse dietro qualcuno.;correre;Congiuntivo Imperfetto;regular_ere;1089
мы надеялись, что она будет бежать за кем-то (correre dietro qualcuno);Noi speravamo che lei corresse dietro qualcuno.;correre;Congiuntivo Imperfetto;regular_ere;1089
они хотели, чтобы мы бежали за кем-то (correre dietro qualcuno);Loro volevano che noi corressimo dietro qualcuno.;correre;Congiuntivo Imperfetto;regular_ere;1089
я боялся, что вы будете бежать за кем-то (correre dietro qualcuno);Io temevo che voi correste dietro qualcuno.;correre;Congiuntivo Imperfetto;regular_ere;1089
он думал, что они будут бежать за кем-то (correre dietro qualcuno);Lui pensava che loro corressero dietro qualcuno.;correre;Congiuntivo Imperfetto;regular_ere;1089
он думает, что я уже побежал за кем-то (correre dietro qualcuno);Lui pensa che io sia corso dietro qualcuno.;correre;Congiuntivo Passato;regular_ere;1089
она верит, что ты уже побежала за кем-то (correre dietro qualcuno);Lei crede che tu sia corsa dietro qualcuno.;correre;Congiuntivo Passato;regular_ere;1089
я надеюсь, что он уже побежал за кем-то (correre dietro qualcuno);Io spero che lui sia corso dietro qualcuno.;correre;Congiuntivo Passato;regular_ere;1089
мы сомневаемся, что она уже побежала за кем-то (correre dietro qualcuno);Noi dubitiamo che lei sia corsa dietro qualcuno.;correre;Congiuntivo Passato;regular_ere;1089
ты думаешь, что мы уже побежали за кем-то (correre dietro qualcuno);Tu pensi che noi siamo corsi dietro qualcuno.;correre;Congiuntivo Passato;regular_ere;1089
он верит, что вы уже побежали за кем-то (correre dietro qualcuno);Lui crede che voi siate corsi dietro qualcuno.;correre;Congiuntivo Passato;regular_ere;1089
я полагаю, что они уже побежали за кем-то (correre dietro qualcuno);Io suppongo che loro siano corsi dietro qualcuno.;correre;Congiuntivo Passato;regular_ere;1089
я не шучу (non scherzare);Io non scherzo.;scherzare;Presente;regular_are;1096
ты не шутишь (non scherzare);Tu non scherzi.;scherzare;Presente;regular_are;1096
он не шутит (non scherzare);Lui non scherza.;scherzare;Presente;regular_are;1096
она не шутит (non scherzare);Lei non scherza.;scherzare;Presente;regular_are;1096
мы не шутим (non scherzare);Noi non scherziamo.;scherzare;Presente;regular_are;1096
вы не шутите (non scherzare);Voi non scherzate.;scherzare;Presente;regular_are;1096
они не шутят (non scherzare);Loro non scherzano.;scherzare;Presente;regular_are;1096
я не шутил (non scherzare);Io non scherzavo.;scherzare;Imperfetto;regular_are;1096
ты не шутил (non scherzare);Tu non scherzavi.;scherzare;Imperfetto;regular_are;1096
он не шутил (non scherzare);Lui non scherzava.;scherzare;Imperfetto;regular_are;1096
она не шутила (non scherzare);Lei non scherzava.;scherzare;Imperfetto;regular_are;1096
мы не шутили (non scherzare);Noi non scherzavamo.;scherzare;Imperfetto;regular_are;1096
вы не шутили (non scherzare);Voi non scherzavate.;scherzare;Imperfetto;regular_are;1096
они не шутили (non scherzare);Loro non scherzavano.;scherzare;Imperfetto;regular_are;1096
я не шутил (non scherzare);Io non scherzai.;scherzare;Passato Remoto;regular_are;1096
ты не шутил (non scherzare);Tu non scherzasti.;scherzare;Passato Remoto;regular_are;1096
он не шутил (non scherzare);Lui non scherzò.;scherzare;Passato Remoto;regular_are;1096
она не шутила (non scherzare);Lei non scherzò.;scherzare;Passato Remoto;regular_are;1096
мы не шутили (non scherzare);Noi non scherzammo.;scherzare;Passato Remoto;regular_are;1096
вы не шутили (non scherzare);Voi non scherzaste.;scherzare;Passato Remoto;regular_are;1096
они не шутили (non scherzare);Loro non scherzarono.;scherzare;Passato Remoto;regular_are;1096
я не шутил (non scherzare);Io non ho scherzato.;scherzare;Passato Prossimo;regular_are;1096
ты не шутил (non scherzare);Tu non hai scherzato.;scherzare;Passato Prossimo;regular_are;1096
он не шутил (non scherzare);Lui non ha scherzato.;scherzare;Passato Prossimo;regular_are;1096
она не шутила (non scherzare);Lei non ha scherzato.;scherzare;Passato Prossimo;regular_are;1096
мы не шутили (non scherzare);Noi non abbiamo scherzato.;scherzare;Passato Prossimo;regular_are;1096
вы не шутили (non scherzare);Voi non avete scherzato.;scherzare;Passato Prossimo;regular_are;1096
они не шутили (non scherzare);Loro non hanno scherzato.;scherzare;Passato Prossimo;regular_are;1096
