rank	original	lemma	POS
9720	granata	granata	ADJ
9724	sonda	sonda	NOUN
9725	reception	reception	NOUN
9726	prenotazione	prenotazione	NOUN
9727	strisce	striscia	NOUN
9729	montare	montare	VERB
9730	simmons	Simmons	NOUN
9732	nostalgia	nostalgia	NOUN
9734	francine	francine	ADJ
9736	marines	Marines	NOUN
9737	dette	detto	ADJ
9738	stoffa	stoffa	NOUN
9739	ombrello	ombrello	NOUN
9740	occupazione	occupazione	NOUN
9742	francesca	francesca	NOUN
9743	box	box	NOUN
9745	nodo	nodo	NOUN
9746	utero	utero	NOUN
9747	astuto	astere	VERB
9748	comunale	comunale	ADJ
9749	generali	generale	NOUN
9753	nikita	nikita	NOUN
9754	pentola	pentola	NOUN
9755	accompagnarmi	accompagnare mi	VERB
9756	cyril	cyril	NOUN
9757	game	game	NOUN
9761	sotterraneo	sotterraneo	ADJ
9764	automobile	automobile	NOUN
9766	facolta	facolta	NOUN
9767	candy	candy	NOUN
9768	grana	grana	NOUN
9769	cartolina	cartolina	NOUN
9771	scompare	scomparere	VERB
9772	paghero	paghero	NOUN
9777	denny	denny	VERB
9780	contrabbando	contrabbare	NOUN
9783	veterani	veterano	ADJ
9784	spazzolino	spazzolinare	NOUN
9787	aiutaci	aiutacere	VERB
9788	assai	assai	ADV
9789	alaska	alaska	NOUN
9790	sanguigno	sanguigno	ADJ
9791	localizzare	localizzare	VERB
9793	meyer	Meyer	NOUN
9796	daccordo	Daccordo	VERB
9797	poverino	poverino	NOUN
9798	preferiresti	preferiresta	VERB
9799	mimi	mimo	NOUN
9800	biasimo	biasimare	VERB
9801	disturbarla	disturbare la	VERB
9802	tondo	tondo	ADJ
9803	andiate	andiare	ADJ
9804	rimetti	rimettare	VERB
9808	coinquilina	coinquilina	NOUN
9810	corsia	corsia	NOUN
9811	competenza	competenza	NOUN
9812	delinquenti	delinquente	NOUN
9817	dopodomani	dopodomano	ADV
9819	accendino	accendino	NOUN
9820	starmene	stare me ne	VERB
9824	cimice	cimice	NOUN
9825	arrendersi	arrendere si	VERB
9827	stalla	stalla	NOUN
9828	documentazione	documentazione	NOUN
9829	intendevi	intendee vi	VERB
9830	matita	matita	NOUN
9832	dicesti	dicedere	VERB
9833	quadra	quadra	NOUN
9834	organismo	organismo	NOUN
9835	addome	addome	ADV
9836	detenzione	detenzione	NOUN
9838	karate	Karate	NOUN
9839	manovra	manovra	NOUN
9840	scintilla	scintilla	NOUN
9841	assicurarti	assicurare ti	VERB
9843	antidolorifici	antidolorifico	NOUN
9844	occuparci	occupare ci	VERB
9845	significherebbe	significheere	VERB
9849	truffatore	truffatore	NOUN
9850	tiratore	tiratore	NOUN
9851	proprietaria	proprietario	ADJ
9852	sherman	shermano	NOUN
9853	granchio	granchio	NOUN
9854	pensarlo	pensare lo	VERB
9855	vernon	vernon	ADV
9857	dimostrarlo	dimostrare lo	VERB
9859	maureen	maureen	VERB
9862	burns	burns	NOUN
9864	giardiniere	giardiniere	NOUN
9865	bibita	bibita	NOUN
9866	baciarti	baciarre ti	VERB
9867	riprendermi	riprendere mi	VERB
9868	gretchen	gretchen	NOUN
9869	finocchio	finocchio	NOUN
9873	hulk	hulk	ADJ
9874	crederti	credere ti	VERB
9875	izzie	izzie	NOUN
9876	microonde	microonda	NOUN
9877	michigan	michigan	NOUN
9878	celibato	celibato	NOUN
9879	avvicinamento	avvicinamento	NOUN
9882	julio	julio	NOUN
9885	empire	empire	VERB
9886	sepolta	sepolto	VERB
9888	maggiordomo	Maggiordomo	NOUN
9889	nuziale	nuziale	ADJ
9890	mascalzone	mascalzone	NOUN
9891	louie	Louie	ADJ
9892	bon	bon	ADV
9893	istruttore	istruttore	NOUN
9894	premuroso	premuroso	ADJ
9895	igienica	igienico	NOUN
9897	yuri	yuro	NOUN
9898	trasferirmi	trasferire mi	VERB
9901	pc	pc	NOUN
9902	arrabbiarti	arrabbiare ti	VERB
9904	congelato	congelare	VERB
9905	scopriranno	scoprari	VERB
9906	tornarci	tornare ci	VERB
9907	sposiamo	sposire	VERB
9908	sbrighiamoci	sbrighiamoe ci	VERB
9909	scendiamo	scendare	VERB
9913	nasconderlo	nascondere lo	VERB
9914	mozione	mozione	NOUN
9915	eco	eco	NOUN
9919	pennsylvania	pennsylvania	NOUN
9920	mettici	metticare	VERB
9922	stanne	stanne	ADJ
9924	tatto	tatto	ADJ
9925	vizio	vizio	NOUN
9926	cuoca	cuocare	VERB
9927	grigia	grigia	ADJ
9928	nigel	nigel	NOUN
9929	ernie	ernia	NOUN
9931	celebrità	celebrità	NOUN
9932	judith	Judith	NOUN
9934	segnalato	segnalare	VERB
9936	recinzione	recinzione	NOUN
9938	modus	modus	NOUN
9940	salutarti	salutare ti	VERB
9942	svenire	svenire	VERB
9944	bacchetta	bacchetta	NOUN
9945	girls	girls	ADJ
9946	sbronza	sbronza	NOUN
9947	scoiattolo	scoiattolo	NOUN
9949	soddisfatta	soddisfatto	VERB
9950	scatenato	scatenare	VERB
9952	gelatina	gelatina	NOUN
9953	guardaroba	guardaroba	NOUN
9955	rayna	rayna	NOUN
9956	unisciti	uniscire	VERB
9958	starti	stare ti	VERB
9960	oggigiorno	oggigiorno	ADV
9961	maledettamente	maledettamente	ADV
9963	combini	combino	NOUN
9964	predica	predicare	VERB
9965	godetevi	godetevere	VERB
9968	spontanea	spontaneo	ADJ
9970	perfavore	perfavore	NOUN
9971	metal	metal	NOUN
9973	fritte	fritta	NOUN
9974	anteriore	anteriore	ADJ
9975	noleggio	noleggio	NOUN
9976	gravita	gravitare	NOUN
9979	congedo	congedo	NOUN
9981	schifezza	schifezza	NOUN
9982	ciambella	ciambello	NOUN
9984	imbroglione	imbroglione	NOUN
9985	valentine	valentino	ADJ
9986	chiedilo	chiedilore	VERB
9987	modificato	modificare	VERB
9989	ordinanza	ordinanza	NOUN
9991	anita	anita	NOUN
9992	perdero	perderoo	NOUN
9993	teatrale	teatrale	ADJ
9994	discreto	discreto	ADJ
9997	am	am	NOUN
9998	armonia	armonia	NOUN
10000	fascia	fascia	NOUN
10001	eccessivo	eccessivo	ADJ
10002	spiando	spiare	VERB
10003	vicky	vicky	ADJ
10004	gialli	giallo	ADJ
10005	group	group	NOUN
10007	preliminare	preliminare	ADJ
10009	buster	buster	NOUN
10010	amichetto	amichetto	NOUN
10012	conservare	conservare	VERB
10013	dammene	de amm ne	VERB
10014	invidio	invidiare	VERB
10015	avanzi	avanzo	NOUN
10016	distribuzione	distribuzione	NOUN
10019	omosessuale	omosessuale	ADJ
10020	boccone	bocconeo	NOUN
10022	continuerò	continuerò	VERB
10023	buffet	buffet	NOUN
10027	uniformi	uniforme	NOUN
10028	userò	userò	VERB
10029	jeep	jeep	NOUN
10030	unirmi	unire mi	VERB
10031	bank	bank	NOUN
10033	sottoterra	sottoterrao	NOUN
10034	macello	macello	NOUN
10036	trasmesso	trasmettere	VERB
10039	urina	urina	NOUN
10040	piacermi	piacere mi	VERB
10042	individuato	individuare	VERB
10044	ingegneria	ingegneria	NOUN
10047	condotti	condovere	VERB
10049	stento	stento	NOUN
10050	risveglio	risveglio	NOUN
10052	operandi	operandi	NOUN
10056	lamentele	lamentela	NOUN
10057	accoltellato	accoltellare	VERB
10058	troupe	troupe	NOUN
10059	cotone	cotone	NOUN
10060	grandissimo	grando	ADJ
10064	interiore	interiore	ADJ
10065	rabbino	rabbino	NOUN
10068	paulie	paulie	ADJ
10070	scatto	scatto	NOUN
10073	snack	snack	NOUN
10075	golden	golden	NOUN
10077	rigido	rigido	ADJ
10078	rame	rame	NOUN
10079	lamentarti	lamentare ti	VERB
10082	marziali	marziale	ADJ
10084	soglia	sogliare	NOUN
10085	sanchez	sanchez	ADJ
10086	sync	sync	NOUN
10087	firenze	firenza	NOUN
10088	assicuratevi	assicurateve	ADJ
10089	togliersi	togliere si	VERB
10095	misericordia	misericordia	NOUN
10096	sbrighi	sbrigo	VERB
10099	aglio	aglio	NOUN
10101	vocale	vocale	ADJ
10103	stupratore	stupratore	NOUN
10107	comprarmi	comprare mi	VERB
10108	ignorante	ignorante	ADJ
10110	patricia	patricia	NOUN
10111	risiamo	risere	VERB
10113	marketing	marketing	NOUN
10114	spaziali	spaziale	NOUN
10115	dinosauri	dinosauro	NOUN
10117	puntuale	puntuale	ADJ
10119	culturale	culturale	ADJ
10120	sospira	sospirare	VERB
10121	discoteca	discoteca	NOUN
10123	katrina	Katrina	VERB
10126	tassista	tassista	NOUN
10127	petra	petrare	ADJ
10128	roosevelt	roosevelte	VERB
10131	insegnarmi	insegnare mi	VERB
10132	ripeterlo	ripetere lo	VERB
10133	televisivo	televisivo	ADJ
10134	carbonio	carbonio	NOUN
10135	prudenza	prudenza	NOUN
10136	puzzolente	puzzolente	ADJ
10139	abbracciare	abbracciare	VERB
10141	invio	invio	NOUN
10144	tutore	tutore	NOUN
10146	giudiziario	giudiziario	ADJ
10148	alleato	alleare	NOUN
10149	pila	pila	NOUN
10153	commissariato	commissariato	NOUN
10156	serbo	serbo	ADJ
10157	triangolo	triangolo	NOUN
10158	volantini	volantino	NOUN
10160	emendamento	emendamento	NOUN
10161	videogiochi	videogioco	NOUN
10163	vagabondo	vagabondare	VERB
10164	antibiotici	antibiotico	NOUN
10166	metterle	mettere le	VERB
10168	cesto	cesto	NOUN
10170	interpretazione	interpretazione	NOUN
10171	accidentalmente	accidentalmente	ADV
10172	registratore	registratore	NOUN
10174	penseremo	pensere	VERB
10176	giove	giove	NOUN
10178	fax	fax	NOUN
10179	ladra	Ladra	ADJ
10180	afferra	afferrare	NOUN
10181	scadente	scadente	ADJ
10182	corvo	Corvo	NOUN
10183	durera	durerare	VERB
10184	canadese	canadese	ADJ
10185	preston	preston	NOUN
10186	proteggerci	proteggere ci	VERB
10188	residui	residuo	NOUN
10189	montaggio	montaggio	NOUN
10190	mastro	Mastro	NOUN
10191	affamata	affamare	VERB
10192	yankee	yankee	NOUN
10193	razionale	razionale	ADJ
10196	intuito	intuire	VERB
10197	imprevedibile	imprevedibile	ADJ
10198	conoscermi	conoscere mi	VERB
10200	segnalazione	segnalazione	NOUN
10201	complici	complice	ADJ
10203	astronauta	astronauta	NOUN
10204	messaggero	messaggero	NOUN
10206	accompagnatore	accompagnatore	NOUN
10207	smetto	smettare	NOUN
10208	incontriamoci	incontriamoe ci	VERB
10209	renderla	rendere la	VERB
10211	ricordatevi	ricordateve	VERB
10212	inventario	inventario	NOUN
10216	hale	hale	ADJ
10219	flora	flora	NOUN
10222	royal	royal	NOUN
10223	spietato	spietare	ADJ
10224	presidenza	presidenza	NOUN
10227	supereroe	supereroe	NOUN
10230	pronunciare	pronunciare	VERB
10231	liquore	liquore	NOUN
10232	esausta	esaustare	VERB
10233	regime	regime	NOUN
10237	umiliazione	umiliazione	NOUN
10239	rush	rush	NOUN
10242	marchese	marchese	NOUN
10244	mostrerò	mostrere	VERB
10247	imparerai	imparere ai	VERB
10248	starci	stare ci	VERB
10253	trasformazione	trasformazione	NOUN
10255	spiegami	spiegami	NOUN
10257	mostrarle	mostrare le	VERB
10258	tossicologico	tossicologico	ADJ
10259	portali	portalo	NOUN
10260	edie	edie	NOUN
10262	costringermi	costringere mi	VERB
10265	gracie	gracie	NOUN
10269	specialità	specialità	NOUN
10270	stargate	stargata	NOUN
10271	mattoni	mattone	NOUN
10272	postino	postino	NOUN
10276	lilly	lilly	NOUN
10278	caratteristiche	caratteristica	NOUN
10279	invidia	invidia	NOUN
10280	trattarmi	trattare mi	VERB
10282	statistiche	statistica	NOUN
10283	darius	darius	NOUN
10284	efficiente	efficiente	ADJ
10287	limonata	limonare	VERB
10289	pamela	pamela	NOUN
10290	sbornia	esssbornie	VERB
10292	arrenderti	arrendere ti	VERB
10296	flint	flint	NOUN
10297	seguirlo	seguire lo	VERB
10298	light	light	ADJ
10302	sequestro	sequestro	NOUN
10304	julien	Julien	NOUN
10305	forzato	forzare	VERB
10309	riportarla	riportare la	VERB
10310	preparativi	preparativo	NOUN
10311	limitato	limitare	VERB
10312	cristiana	cristiano	ADJ
10315	souvenir	souvenir	NOUN
10316	amaro	amaro	ADJ
10318	stressante	stressante	ADJ
10320	yale	yale	ADJ
10322	formiche	formica	NOUN
10323	partorire	partorire	VERB
10324	riserve	riserva	NOUN
10325	risarcimento	risarcimento	NOUN
10327	rilassarmi	rilassare mi	VERB
10330	felpa	felpa	NOUN
10331	intento	intento	NOUN
10332	sdraiati	sdraiato	ADJ
10333	cary	cary	NOUN
10334	schiuma	schiuma	NOUN
10337	arcobaleno	arcobaleno	NOUN
10339	fletcher	fletcher	ADJ
10340	trattarsi	trattare si	VERB
10341	crowley	crowley	NOUN
10342	trama	trama	NOUN
10346	ciglio	ciglio	NOUN
10351	donny	donny	NOUN
10352	buffone	buffone	NOUN
10354	insegnarti	insegnare ti	VERB
10355	feloreena	feloreeno	ADJ
10357	alimenti	alimento	NOUN
10358	cerasa	Cerasa	NOUN
10359	selezione	selezione	NOUN
10360	fish	fish	NOUN
10361	svegliarsi	svegliare si	VERB
10364	cappuccio	cappuccio	NOUN
10365	dinamite	dinamite	NOUN
10366	numerosi	numeroso	ADJ
10369	luminoso	luminoso	ADJ
10370	blackout	blackout	NOUN
10373	vivrai	vivre ai	VERB
10374	dillon	dillon	VERB
10375	accettabile	accettabile	ADJ
10376	concentrarsi	concentrare si	VERB
10377	immenso	immenso	ADJ
10380	picco	picco	NOUN
10381	queens	queens	ADJ
10385	brunch	brunch	NOUN
10387	spuntino	spuntino	NOUN
10388	fermera	fermerare	NOUN
10390	oswald	oswald	NOUN
10391	ribellione	ribellione	NOUN
10393	budino	budino	NOUN
10395	togliamo	toglere	VERB
10396	scia	scia	NOUN
10397	clarence	clarence	ADJ
10398	who	who	ADJ
10399	vesti	veste	NOUN
10404	darla	dare la	VERB
10405	bussola	bussola	NOUN
10408	decollo	decollo	NOUN
10409	lyon	Lyon	NOUN
10412	imperiale	imperiale	ADJ
10413	operatore	operatore	NOUN
10419	lamenta	lamentare	VERB
10420	muto	muto	ADJ
10421	eccesso	eccesso	NOUN
10423	lamento	lamentare	NOUN
10425	addominali	addominale	ADJ
10426	artigli	artiglio	NOUN
10427	allontanarsi	allontanare si	VERB
10428	ammalato	ammalare	VERB
10430	abbassate	abbassato	ADJ
10431	simulazione	simulazione	NOUN
10432	scozzese	scozzese	ADJ
10433	condizionale	condizionale	ADJ
10434	onestà	onestà	NOUN
10435	impostore	impostore	NOUN
10436	sposate	sposato	ADJ
10437	disgraziato	disgraziato	ADJ
10440	ricostruzione	ricostruzione	NOUN
10444	riggs	riggs	ADJ
10445	trafficante	trafficante	NOUN
10449	rotti	rotto	VERB
10451	spaventarti	spaventare ti	VERB
10452	introdotto	introdurre	VERB
10454	matricola	matricola	NOUN
10455	prostituzione	prostituzione	NOUN
10458	convocato	convocare	VERB
10459	right	right	NOUN
10460	lamentarsi	lamentare si	VERB
10461	sposarla	sposare la	VERB
10462	sportello	sportello	NOUN
10463	piccioni	piccione	NOUN
10466	rima	rima	NOUN
10469	difendersi	difendere si	VERB
10470	mancherà	manchare	VERB
10471	raduno	raduno	NOUN
10472	aprirlo	aprire lo	VERB
10475	uccisione	uccisione	NOUN
10476	graziosa	grazioso	ADJ
10477	masticare	masticare	VERB
10479	rivelazione	rivelazione	NOUN
10480	ricorderai	ricorderare	VERB
10485	sconvolgente	sconvolgente	ADJ
10488	scivolare	scivolare	VERB
10489	canaglia	canagliare	NOUN
10490	promettente	promettente	ADJ
10492	tango	tango	NOUN
10493	nevada	Nevada	NOUN
10494	turk	turk	ADJ
10495	stressato	stressare	VERB
10496	amatoriale	amatoriale	ADJ
10497	strambo	strambo	ADJ
10498	esecutivo	esecutivo	ADJ
10500	see	see	ADJ
10504	theresa	therendere	NOUN
10505	artiglieria	artiglieria	NOUN
10509	pugile	pugile	NOUN
10514	vicki	vicki	ADV
10515	lavagna	lavagna	NOUN
10517	suicidi	suicida	NOUN
10521	seguaci	seguace	NOUN
10523	aspirina	aspirinare	NOUN
10524	cassidy	cassidy	VERB
10525	invano	invano	ADV
10529	covo	covo	NOUN
10530	lieve	lieve	ADJ
10531	sacerdote	sacerdote	NOUN
10535	emmett	emmett	NOUN
10536	vassoio	vassoio	NOUN
10537	attico	attico	ADJ
10538	lasciassi	Lasciassi	VERB
10540	parassita	parassita	NOUN
10543	inseguimento	inseguimento	NOUN
10544	scanner	scanner	NOUN
10548	rimpianto	rimpianto	NOUN
10549	bigliettoni	bigliettone	NOUN
10550	minimamente	minimamente	ADV
10551	ingredienti	ingrediente	NOUN
10552	avversari	avversario	ADJ
10554	spa	spa	ADJ
10557	fedeltà	fedeltà	NOUN
10559	colpirmi	colpire mi	VERB
10560	baita	baita	NOUN
10561	passerò	passerò	VERB
10562	sawyer	sawyer	NOUN
10564	dadi	dado	NOUN
10566	from	from	NOUN
10568	barbone	barbone	NOUN
10572	giustificare	giustificare	VERB
10573	fighi	figo	ADJ
10574	aggeggio	aggeggio	NOUN
10576	paracadute	paracaduteo	NOUN
10578	cook	cook	NOUN
10579	sopracciglia	sopracciglia	NOUN
10581	dimentichiamo	dimentichere	VERB
10582	ade	ade	ADJ
10583	sicario	sicario	NOUN
10584	ballerino	ballerino	NOUN
10585	piume	piuma	NOUN
10586	christy	christy	VERB
10587	obbedire	obbedire	VERB
10588	lila	Lila	NOUN
10589	mance	mance	NOUN
10591	how	how	NOUN
10592	gatta	gatta	NOUN
10593	catastrofe	catastrofe	NOUN
10595	palm	palm	NOUN
10597	umiliato	umiliare	VERB
10599	lavatrice	lavatore	NOUN
10601	satellitare	satellitare	ADJ
10603	rintracciarlo	rintracciare lo	VERB
10604	ondata	ondata	NOUN
10606	governare	governare	VERB
10608	arena	arena	NOUN
10609	autorizzata	autorizzare	ADJ
10613	gabi	gabo	ADJ
10614	culetto	culetto	NOUN
10615	prof	prof	NOUN
10617	reattore	reattore	NOUN
10626	tasto	tasto	NOUN
10627	assicurero	assicurero	ADJ
10628	guardatelo	guardatelo	NOUN
10630	intruso	intruso	ADJ
10632	salmone	salmone	NOUN
10633	sorgente	sorgente	NOUN
10635	lattina	lattina	NOUN
10636	costiera	costiero	ADJ
10637	dignita	dignita	NOUN
10638	psicologico	psicologico	ADJ
10640	sfogo	sfogo	NOUN
10641	esausto	esausto	ADJ
10644	league	leaguo	ADV
10645	interamente	interamente	ADV
10646	fiumi	fiume	NOUN
10650	proteine	proteina	NOUN
10651	viscido	viscido	ADJ
10652	bugiardi	bugiarde	NOUN
10653	genetico	genetico	ADJ
10654	tela	tela	NOUN
10655	bevande	bevanda	NOUN
10658	dialogo	dialogo	NOUN
10661	suocera	suocerae	NOUN
10666	minestra	Minestra	NOUN
10668	compilare	compilare	VERB
10673	we'	we	NOUN
10674	commovente	commovere	ADJ
10675	rapitori	rapitore	NOUN
10679	pianti	piante	NOUN
10682	tribu	tribu	NOUN
10685	vivace	vivace	ADJ
10687	guinzaglio	guinzaglio	NOUN
10688	tendenza	tendenza	NOUN
10691	orizzonte	orizzonte	NOUN
10693	yard	yard	NOUN
10694	sottosopra	sottosopra	ADV
10696	virtù	virtù	NOUN
10697	fibre	fibra	NOUN
10698	ip	ip	NOUN
10699	cascata	cascata	NOUN
10700	acquistare	acquistare	VERB
10701	kensi	Kensi	NOUN
10702	conoscerci	conoscere ci	VERB
10703	armstrong	armstrong	NOUN
10705	abraham	abrahamo	NOUN
10707	locanda	Locanda	NOUN
10711	illegalmente	illegalmente	ADV
10712	recluta	reclutare	VERB
10713	freezer	freezer	NOUN
10714	heart	heart	NOUN
10715	fesso	fesso	ADJ
10716	cognata	cognata	NOUN
10717	venderla	vendere la	VERB
10718	ricordami	ricordamere	VERB
10719	minorenne	minorenne	ADJ
10720	sookie	sookie	NOUN
10722	was	was	NOUN
10723	finiranno	finiere	VERB
10724	ritirarsi	ritirare si	VERB
10725	tronco	tronco	NOUN
10727	acceleratore	acceleratore	NOUN
10728	elettricita	elettricita	NOUN
10729	mentalmente	mentalmente	ADV
10731	spettro	spettro	NOUN
10732	checca	checca	NOUN
10733	matthews	matthews	NOUN
10735	dead	dead	NOUN
10737	sterling	Sterling	NOUN
10739	potevate	potevare	VERB
10741	stallone	stallone	NOUN
10742	sub	sub	NOUN
10743	sentirci	sentire ci	VERB
10744	lawson	lawson	VERB
10747	scenata	scenata	NOUN
10748	vaniglia	vaniglia	NOUN
10752	mannaro	Mannaro	ADJ
10753	incisione	incisione	NOUN
10754	volontariamente	volontariamente	ADV
10755	infiltrato	infiltrare	VERB
10758	mars	Mars	NOUN
10759	town	town	NOUN
10760	lode	lode	NOUN
10762	alias	alias	NOUN
10763	senior	senior	ADJ
10764	pantaloncini	pantaloncino	NOUN
10765	sederci	sedere ci	VERB
10766	decimo	decimo	ADJ
10768	concorrenti	concorrente	NOUN
10769	sovrintendente	sovrintendente	NOUN
10770	salario	salario	NOUN
10771	piango	piangare	VERB
10772	matrimoniale	Matrimoniale	ADJ
10773	diffondere	diffondere	VERB
10775	ziva	zivo	ADJ
10777	scansione	scansione	NOUN
10779	rilassarsi	rilassare si	VERB
10781	duchessa	duchessa	NOUN
10782	serra	serra	NOUN
10785	russ	Russ	NOUN
10786	morirete	morirere	VERB
10787	posticino	posticino	NOUN
10789	snob	snob	NOUN
10790	catering	catering	NOUN
10791	disk	disk	NOUN
10792	reclamo	reclamo	NOUN
10793	atomica	atomico	ADJ
10794	lasciarsi	lasciare si	VERB
10795	sfuggita	sfuggitare	VERB
10797	napoleone	napoleone	NOUN
10798	dopodiche	dopodico	ADJ
10799	guidatore	guidatore	NOUN
10801	figure	figura	NOUN
10802	soia	soia	NOUN
10804	sedili	sedilo	NOUN
10805	coroner	coronere	NOUN
10806	pento	pento	NOUN
10807	schiacciato	schiacciare	VERB
10808	gemello	gemello	NOUN
10809	storiella	storiello	ADJ
10810	esito	esito	NOUN
10811	genero	genero	NOUN
10812	tirarla	tirare la	VERB
10814	ascoltarti	ascoltare ti	VERB
10818	forchetta	forchetta	NOUN
10820	palloncini	palloncino	NOUN
10821	sorvegliare	sorvegliare	VERB
10823	artistico	artistico	ADJ
10825	strato	strato	NOUN
10828	chiedessi	chiedessare	VERB
10829	pargolo	pargolo	NOUN
10832	penitenziario	penitenziario	NOUN
10834	previsioni	previsione	NOUN
10836	seal	seal	NOUN
10837	rimpianti	rimpiante	NOUN
10838	interpol	interpol	VERB
10842	bloom	Bloom	NOUN
10844	bilancio	bilancio	NOUN
10845	aggiunta	aggiungere	NOUN
10849	perderò	perderò	VERB
10850	pneumatici	pneumatico	NOUN
10851	skipper	skipper	NOUN
10852	diabete	diabete	NOUN
10853	gigantesco	gigantesco	ADJ
10854	universale	universale	ADJ
10856	lina	lina	NOUN
10857	felicity	felicity	NOUN
10858	prendetevi	prendetee vi	VERB
10859	mascella	mascella	NOUN
10863	orfani	orfani	ADJ
10864	apollo	apollo	NOUN
10866	tobias	tobias	VERB
10868	creek	creek	NOUN
10870	triplo	triplo	ADJ
10871	millimetri	millimetro	NOUN
10872	slogan	slogan	NOUN
10875	diventeremo	diventeere	VERB
10876	apertamente	apertamente	ADV
10877	cambiarlo	cambiare lo	VERB
10881	aurora	aurora	NOUN
10882	poteste	potesta	NOUN
10885	live	live	NOUN
10887	console	console	NOUN
10888	finanze	finanza	NOUN
10889	feroce	feroce	ADJ
10890	stagno	stagno	NOUN
10891	pigro	pigro	ADJ
10892	malvagi	malvagi	NOUN
10894	evasione	evasione	NOUN
10895	buddha	Buddha	NOUN
10898	raccogli	raccogre li	VERB
10899	funzionario	funzionario	NOUN
10900	morbido	morbido	ADJ
10902	influenzare	influenzare	VERB
10903	ko	ko	NOUN
10906	abbondanza	abbondanza	NOUN
10907	rubrica	rubrica	NOUN
10908	cambiarti	cambiare ti	VERB
10909	specialita	specialire	VERB
10911	rimorchiare	rimorchiare	VERB
10912	mostrarvi	mostrare vi	VERB
10914	traiettoria	traiettoria	NOUN
10915	richmond	richmond	VERB
10916	motivazione	motivazione	NOUN
10918	pozione	pozione	NOUN
10919	reality	reality	NOUN
10920	bontà	bontà	NOUN
10921	cruciale	cruciale	ADJ
10922	gradirei	gradire	VERB
10923	mangeremo	mangere	VERB
10925	confidenziale	confidenziale	ADJ
10928	chiavetta	chiavetta	NOUN
10930	spiccioli	spicciolo	ADJ
10933	indice	indire	VERB
10934	subs	subs	NOUN
10936	poveretto	poveretto	NOUN
10937	consentito	consentire	VERB
10939	musulmani	musulmano	NOUN
10941	moriamo	morare	VERB
10942	dimesso	dimettere	VERB
10943	prototipo	prototipo	NOUN
10944	desolato	desolato	ADJ
10946	chemio	chemio	NOUN
10947	tuono	tuonare	VERB
10948	ricoperto	ricoprire	VERB
10949	facevate	facevare	VERB
10950	aiutante	aiutante	NOUN
10952	informatico	informatico	ADJ
10953	cosce	coscia	NOUN
10954	walsh	Walsh	NOUN
10957	prevenire	prevenire	VERB
10958	fiocchi	fiocco	NOUN
10961	contribuito	contribuire	VERB
10964	startene	stare ti ne	VERB
10965	scheletro	scheletro	NOUN
10967	elettori	elettore	NOUN
10969	fuggitivo	fuggitivo	ADJ
10970	fire	fire	NOUN
10971	cipolle	cipolla	NOUN
10973	continuero	continueroo	NOUN
10974	sigari	sigario	NOUN
10975	dogana	dogana	NOUN
10976	banane	banana	NOUN
10977	ethel	ethel	VERB
10978	carote	carota	NOUN
10980	accorga	accorgere	VERB
10981	cofano	cofano	NOUN
10983	riuscissimo	riuscire	ADJ
10984	respirazione	respirazione	NOUN
10985	riuscirete	riusciere	VERB
10987	cometa	cometa	NOUN
10989	riformatorio	riformatorio	NOUN
10991	scantinato	scantinare	VERB
10993	fotocamera	fotocamera	NOUN
10995	fondamentalmente	fondamentalmente	ADV
10996	trionfo	trionfo	NOUN
10997	tormento	tormento	NOUN
10998	lascerei	Lascerei	VERB
10999	frustrante	frustrante	ADJ
11002	golfo	golfo	NOUN
11003	comprarti	comprare ti	VERB
11004	manipolare	manipolare	VERB
11005	passarmi	passare mi	VERB
11007	dottorato	dottorato	NOUN
11011	precauzione	precauzione	NOUN
11012	fateci	fateci	NOUN
11013	effrazione	effrazione	NOUN
11014	colpevolezza	colpevolezza	NOUN
11015	seol	seol	ADJ
11017	muta	muta	NOUN
11018	cambieranno	cambiere	VERB
11021	goblin	goblin	NOUN
11022	caffetteria	caffetteria	NOUN
11024	intuizione	intuizione	NOUN
11025	stiles	stiles	NOUN
11027	wright	wright	NOUN
11028	mettervi	mettere vi	VERB
11029	pannello	pannello	NOUN
11030	sovietica	sovietico	ADJ
11031	aragosta	aragosta	NOUN
11032	avviare	avviare	VERB
11036	palcoscenico	palcoscenico	ADJ
11038	design	design	NOUN
11040	fondato	fondare	VERB
11041	vargas	vargas	NOUN
11042	arrestarlo	arrestare lo	VERB
11044	esterna	esterno	ADJ
11045	fncomic	fncomic	ADJ
11047	usarli	usare li	VERB
11049	brodo	brodo	NOUN
11051	matura	Matura	NOUN
11052	uccidersi	uccidere si	VERB
11053	presuntuoso	presuntuoso	ADJ
11055	trovarvi	trovare vi	VERB
11056	butler	butler	NOUN
11057	shelley	shelley	NOUN
11059	stanford	Stanford	NOUN
11060	bidone	bidone	NOUN
11062	clone	clone	NOUN
11064	camminata	camminare	NOUN
11067	hospital	hospital	NOUN
11069	chiamerai	chiamerare	VERB
11070	cookie	cookie	NOUN
11073	columbia	Columbia	NOUN
11078	ecografia	ecografia	NOUN
11081	pensavate	pensavare	VERB
11082	accelerare	accelerare	VERB
11083	riposarti	riposare ti	VERB
11087	modifiche	modifica	NOUN
11092	omega	omega	NOUN
11095	milton	milton	NOUN
11096	gattino	gattino	NOUN
11097	otis	otise	ADV
11098	convincerti	convincere ti	VERB
11099	orrenda	orrendo	ADJ
11101	week	week	NOUN
11102	evadere	evadere	VERB
