rank	original	lemma	POS
8042	stronzetto	stronzetto	NOUN
8043	muovermi	muovere mi	VERB
8044	signorine	signorina	NOUN
8046	sostituto	sostituto	NOUN
8047	fumetti	fumetto	ADJ
8049	graffio	graffio	NOUN
8053	donazione	donazione	NOUN
8054	griglia	griglia	NOUN
8055	lasciaci	lasciaci	VERB
8058	strappo	strappo	NOUN
8059	ops	ops	NOUN
8062	spiegherebbe	spiegheere	VERB
8064	percentuale	percentuale	NOUN
8065	succederebbe	succedare	VERB
8066	gravemente	gravemente	ADV
8067	suggerimento	suggerimento	NOUN
8068	bennet	Bennet	NOUN
8073	fienile	fienile	NOUN
8075	thor	thor	NOUN
8076	choi	choi	NOUN
8077	facciamola	facciamolare	VERB
8080	litigio	litigio	NOUN
8083	camille	Camille	NOUN
8084	preparazione	preparazione	NOUN
8088	difetti	difetto	NOUN
8089	avergli	averge li	VERB
8093	fi	fi	NOUN
8094	arizona	arizona	NOUN
8095	editore	editore	NOUN
8099	musicista	musicista	NOUN
8100	lavorarci	lavorare ci	VERB
8101	lasciarli	lasciare li	VERB
8102	crollo	crollo	NOUN
8104	granche	granca	NOUN
8105	prendertela	prendertere la	VERB
8107	evoluzione	evoluzione	NOUN
8108	mills	Mills	ADJ
8109	esther	esther	NOUN
8113	cambiarmi	cambiare mi	VERB
8115	dante	dante	ADJ
8117	pasticcio	pasticcio	NOUN
8119	libreria	libreria	NOUN
8120	aspettero	aspettero	VERB
8122	aggressivo	aggressivo	ADJ
8124	perla	perla	NOUN
8126	restera	restere	NOUN
8129	manutenzione	manutenzione	NOUN
8131	portarvi	portare vi	VERB
8132	notturno	notturno	ADJ
8134	whiskey	Whiskey	NOUN
8136	armatura	armatura	NOUN
8137	agnello	agnello	NOUN
8138	bordello	Bordello	NOUN
8139	farsa	farsa	NOUN
8140	mantieni	mantieni	VERB
8141	maggioranza	maggioranza	NOUN
8143	sott'	sore tt	VERB
8144	arteria	Arteria	NOUN
8146	sedute	seduta	NOUN
8147	brutale	brutale	ADJ
8149	convincermi	convincere mi	VERB
8150	tirarlo	tirare lo	VERB
8151	capitan	Capitan	NOUN
8153	scommetterci	scommettere ci	VERB
8155	permettimi	permettimi	VERB
8156	anonima	anonimo	ADJ
8157	baracca	baracca	NOUN
8158	arachidi	arachide	NOUN
8161	panna	panna	NOUN
8165	art	art	ADJ
8166	ricordarmi	ricordare mi	VERB
8167	anatra	anatra	NOUN
8168	kg	kg	NOUN
8169	orientale	orientale	ADJ
8172	tenetevi	tenetevi	VERB
8173	terremoto	terremoto	NOUN
8174	samurai	samuraio	NOUN
8175	occupiamo	occupire	VERB
8176	ringraziarla	ringraziare lo	VERB
8181	ispirato	ispirare	ADJ
8182	rilevante	rilevante	ADJ
8183	vip	vip	NOUN
8186	tossico	tossico	ADJ
8187	alzarti	alzare ti	VERB
8188	escluso	escluso	VERB
8192	fareste	fareste	VERB
8194	kane	Kane	NOUN
8195	ubriacone	ubriacone	NOUN
8197	sballo	sballo	NOUN
8198	brien	brien	NOUN
8200	scopro	scopriro	VERB
8201	metterli	mettere li	VERB
8202	artificio	artificio	NOUN
8203	clacson	clacson	NOUN
8204	clima	clima	NOUN
8205	decisi	decisi	VERB
8206	contemporaneamente	contemporaneamente	ADV
8209	suv	suv	NOUN
8210	pepe	pepe	NOUN
8213	cugini	cugine	NOUN
8214	fastidioso	fastidioso	ADJ
8215	inchiostro	inchiostro	NOUN
8219	gorilla	gorilla	NOUN
8220	pentirai	pentire ai	VERB
8221	vicinanze	vicinanza	NOUN
8229	romani	romano	ADJ
8230	spiegarlo	spiegare lo	VERB
8232	florrick	florrie ck	VERB
8233	pensera	penserare	NOUN
8234	trish	trish	ADJ
8241	vega	vega	ADJ
8242	agnes	agnes	NOUN
8244	correttamente	correttamente	ADV
8245	nuoto	nuoto	NOUN
8247	gabrielle	gabrielle	ADJ
8248	spiritoso	spiritoso	ADJ
8250	deputato	deputato	NOUN
8251	lavoretto	lavoretto	NOUN
8255	puttanella	puttanello	NOUN
8257	comprensibile	comprensibile	ADJ
8261	lenta	lentare	ADJ
8262	dovevate	dovevare	VERB
8263	bush	busho	NOUN
8264	trofeo	trofeo	NOUN
8266	nash	nash	NOUN
8268	privo	privo	ADJ
8269	cicatrici	cicatrice	NOUN
8270	reporter	reporter	NOUN
8272	architetto	architetto	NOUN
8273	spararmi	sparare mi	VERB
8274	dance	dance	NOUN
8276	ramo	ramo	NOUN
8278	dong	dong	NOUN
8280	brett	brett	NOUN
8282	calze	calza	NOUN
8283	gossip	gossip	NOUN
8285	detroit	detroito	NOUN
8286	deprimente	deprimente	ADV
8287	scartoffie	scartoffia	NOUN
8288	rimorso	rimorso	VERB
8290	celeste	celeste	ADJ
8291	klingon	Klingon	NOUN
8294	telegramma	telegramma	NOUN
8298	fumi	fume	NOUN
8300	educato	educato	ADJ
8302	profondità	profondità	NOUN
8303	muffin	muffin	NOUN
8305	tessa	tesso	NOUN
8306	spogliarellista	spogliarellista	NOUN
8307	ipocrita	ipocrita	ADJ
8311	tolta	tolta	VERB
8312	account	account	NOUN
8314	lealta	lealto	ADJ
8316	hunt	hunt	NOUN
8317	contabile	contabile	ADJ
8319	navetta	navetta	NOUN
8320	dolcetto	dolcetto	NOUN
8323	yogurt	yogurt	NOUN
8325	lampo	lampo	NOUN
8326	furioso	furioso	ADJ
8330	aggressore	aggressore	NOUN
8334	grotta	grotta	NOUN
8335	tosse	tosse	NOUN
8336	stu	stu	ADJ
8337	sospensione	sospensione	NOUN
8339	tate	tato	VERB
8342	rimedio	rimedio	NOUN
8344	sessualmente	sessualmente	ADV
8345	cambiamo	cambere	VERB
8346	midollo	midollo	NOUN
8347	setta	setta	NOUN
8349	telegiornale	telegiornale	NOUN
8351	tirar	tirar	VERB
8353	eredità	eredità	NOUN
8356	piombo	piombo	NOUN
8360	allegro	allegro	ADJ
8362	riferisco	riferisco	VERB
8364	irrilevante	irrilevante	ADJ
8368	immortale	immortale	ADJ
8372	ratti	ratto	NOUN
8374	sessione	sessione	NOUN
8375	arrosto	arrosto	NOUN
8376	dignità	dignità	NOUN
8377	reagan	reagan	NOUN
8378	sfera	sfera	NOUN
8379	tribù	tribù	NOUN
8380	lealtà	lealtà	NOUN
8381	azzurro	azzurro	ADJ
8382	critiche	critica	NOUN
8383	poterci	potere ci	VERB
8386	but	but	NOUN
8388	miserabile	miserabile	ADJ
8389	neonato	neonato	ADJ
8391	seung	seung	NOUN
8392	mandarlo	mandare lo	VERB
8393	liberamente	libero	ADV
8394	oca	oca	NOUN
8397	adrenalina	adrenalina	NOUN
8400	alt	alt	NOUN
8401	tenebre	tenebra	NOUN
8403	laurie	laurio	ADJ
8404	capsula	Capsula	NOUN
8407	automatico	automatico	ADJ
8409	psicologia	psicologia	NOUN
8410	pagherò	paghare	VERB
8411	antidoto	antidoto	NOUN
8413	ammissione	ammissione	NOUN
8414	abe	abe	ADJ
8416	polly	polly	NOUN
8417	torace	torace	ADV
8418	spostatevi	spostatevi	VERB
8419	isabelle	isabello	NOUN
8421	sennò	sennò	ADV
8422	spaccio	spaccio	NOUN
8424	crystal	crystale	NOUN
8425	powell	powell	NOUN
8426	marmellata	marmellare	NOUN
8427	scema	scema	VERB
8430	divertiremo	divertiere	VERB
8431	rispettabile	rispettabile	ADJ
8435	surf	surf	NOUN
8436	beneficio	beneficio	NOUN
8438	fattore	fattore	NOUN
8440	cross	cross	NOUN
8447	preservativo	preservativo	NOUN
8454	ms	ms	NOUN
8455	civiltà	civiltà	NOUN
8456	baia	baia	NOUN
8457	aggiornamento	aggiornamento	NOUN
8458	gates	gates	NOUN
8459	tanner	tanner	NOUN
8469	bridge	Bridge	NOUN
8470	assaggio	assaggio	NOUN
8471	first	First	NOUN
8472	secret	secret	NOUN
8473	nascondermi	nascondere mi	VERB
8474	violino	violino	NOUN
8478	separazione	separazione	NOUN
8479	splendore	splendore	NOUN
8480	pony	ponyo	NOUN
8481	tirarmi	tirare mi	VERB
8482	cappella	cappella	NOUN
8484	liberarti	liberare ti	VERB
8487	amavi	amavi	VERB
8489	sistemo	sistemere	VERB
8493	atleta	atleta	NOUN
8495	cupcake	cupcake	NOUN
8497	regolamento	regolamento	NOUN
8498	sfugge	sfuggere	VERB
8499	task	task	NOUN
8501	bacino	bacino	NOUN
8505	fatale	fatale	ADJ
8506	sfondo	sfondo	NOUN
8507	ragazzone	ragazzone	NOUN
8508	marcio	marcio	ADJ
8511	apriamo	aprare	VERB
8513	antoine	antoinire	VERB
8514	comico	comico	ADJ
8515	insignificante	insignificante	ADJ
8516	aziendale	aziendale	ADJ
8517	vinco	vinco	VERB
8518	straccio	straccio	NOUN
8524	seminario	seminario	NOUN
8525	casuale	casuale	ADJ
8527	uscirai	uscire ai	VERB
8528	lesioni	lesione	NOUN
8529	sapersi	sapere si	VERB
8530	trent	trent	NOUN
8531	contributo	contributo	NOUN
8535	disturbarti	disturbarto	VERB
8536	indicazioni	indicazione	NOUN
8541	farmelo	farmee lo	VERB
8542	sella	sella	NOUN
8545	tienimi	tienimi	VERB
8546	pettegolezzi	pettegolezzo	NOUN
8547	cliff	cliff	NOUN
8548	zecca	zecca	NOUN
8551	galla	galla	NOUN
8552	autentico	autentico	ADJ
8554	incontrarmi	incontrare mi	VERB
8556	pompino	pompino	NOUN
8557	interruttore	interruttore	NOUN
8558	specialista	specialista	NOUN
8559	rum	rum	NOUN
8563	sparargli	sparare gli	VERB
8564	barzelletta	barzelletta	NOUN
8567	cardinale	cardinale	NOUN
8569	officina	officina	NOUN
8570	pearl	pearl	NOUN
8572	jude	jude	VERB
8574	municipio	municipio	NOUN
8580	mae	Mae	NOUN
8582	prigioniera	prigioniera	NOUN
8583	pisello	pisello	NOUN
8585	capira	capirare	VERB
8590	stalker	Stalker	NOUN
8593	decine	decina	NOUN
8595	vapore	vapore	NOUN
8597	curvatura	curvatura	NOUN
8598	archie	archie	NOUN
8599	insisto	insirre	VERB
8600	collegio	Collegio	NOUN
8601	buck	buck	NOUN
8607	irritante	irritante	ADJ
8609	puzzle	puzzle	NOUN
8612	zoey	zoey	ADJ
8613	offrirle	offrire lo	VERB
8615	difensore	difensore	NOUN
8616	popcorn	popcorn	NOUN
8617	cucchiaio	cucchiaio	NOUN
8619	jenkins	jenkins	NOUN
8620	parrucca	parruccare	NOUN
8621	corretta	corretto	ADJ
8624	andavi	andavi	VERB
8626	gamma	gamma	NOUN
8628	solitamente	solitamente	ADV
8630	got	got	NOUN
8631	patrimonio	patrimonio	NOUN
8632	jamal	jamal	NOUN
8636	materasso	materasso	NOUN
8640	frigorifero	frigorifero	NOUN
8642	brady	brady	NOUN
8644	veterinario	veterinario	NOUN
8645	vigili	vigile	NOUN
8646	scoprirai	scoprire ai	VERB
8648	tenerci	tenere ci	VERB
8649	postazione	postazione	NOUN
8650	distributore	distributore	NOUN
8652	bollette	bolletta	NOUN
8655	facessero	facessero	VERB
8656	talvolta	talvolta	ADV
8657	sigillo	sigillo	NOUN
8658	annuale	annuale	ADJ
8661	check	check	NOUN
8666	offri	offriri	VERB
8668	suora	suora	NOUN
8670	orlo	orlo	VERB
8672	uscira	uscira	VERB
8673	aborto	aborto	NOUN
8674	arancione	arancione	ADJ
8676	rana	rana	NOUN
8677	noci	noce	NOUN
8678	complotto	complotto	NOUN
8681	stuprata	stuprare	VERB
8683	atlanta	atlanta	NOUN
8685	rimarrai	rimarre ai	VERB
8687	infernale	infernale	ADJ
8688	autografo	autografo	NOUN
8689	duello	duello	NOUN
8690	provincia	provincia	NOUN
8691	spray	spray	NOUN
8692	tragico	tragico	ADJ
8693	irlanda	irlanda	NOUN
8694	ispezione	ispezione	NOUN
8696	imminente	imminente	ADJ
8701	uccidimi	uccidimi	VERB
8705	soda	soda	NOUN
8706	nano	nano	NOUN
8707	gideon	gideon	NOUN
8709	banale	banale	ADJ
8712	uragano	uragare	NOUN
8713	dirvelo	dirvelo	VERB
8714	rovescia	rovesciare	VERB
8715	sonia	sonia	NOUN
8716	temporanea	temporaneo	ADJ
8718	industriale	industriale	ADJ
8719	accosta	accostare	VERB
8721	streaming	streaming	NOUN
8722	janice	janice	ADJ
8724	bea	bea	ADJ
8725	bandito	bandire	VERB
8726	bradley	Bradley	VERB
8727	anomalia	anomalia	NOUN
8728	fogna	Fogna	NOUN
8731	drive	drive	NOUN
8732	costituzione	Costituzione	NOUN
8733	mentore	mentore	NOUN
8734	portatela	portatela	VERB
8736	atrio	atrio	NOUN
8737	signoria	signoria	NOUN
8738	vendicarsi	vendicare si	VERB
8741	fissando	fissira	VERB
8747	oxford	oxford	NOUN
8748	creativo	creativo	ADJ
8749	poster	postero	NOUN
8750	regolarmente	regolarmente	ADV
8752	deficiente	deficiente	ADJ
8753	back	back	NOUN
8754	caveau	caveau	NOUN
8756	marge	marge	NOUN
8758	dre	dre	NOUN
8759	furgoncino	furgoncino	NOUN
8760	insinuando	insinuare	VERB
8761	accennato	accennare	VERB
8762	fartelo	fartelo	VERB
8764	principalmente	principalmente	ADV
8765	mettera	metterare	VERB
8766	invenzione	invenzione	NOUN
8768	immaginarlo	immaginare lo	VERB
8770	balena	balena	NOUN
8773	contenitore	contenitore	NOUN
8775	vabbe	vabbe	VERB
8778	lavandino	Lavandino	VERB
8780	lionel	lionel	ADJ
8781	drone	drone	NOUN
8782	buonissimo	buone	ADJ
8783	terrà	terrà	VERB
8784	precedenza	precedenza	NOUN
8786	impaziente	impaziente	ADV
8788	fontana	fontana	NOUN
8792	chiamatemi	chiamatemi	VERB
8793	documentario	documentario	NOUN
8795	deeks	deeks	NOUN
8796	doverti	dovere ti	VERB
8797	rifarlo	rifare lo	VERB
8802	gardner	gardnere	VERB
8803	edwards	edwards	NOUN
8804	perlomeno	perlomeno	ADV
8805	audace	audace	ADJ
8807	lamenti	lamento	NOUN
8808	eredita	ereditare	VERB
8809	periferia	periferia	NOUN
8812	capodanno	capodanno	NOUN
8814	malvagia	malvagiare	NOUN
8815	torturato	torturare	VERB
8816	cagna	cagna	NOUN
8817	montgomery	montgomery	NOUN
8818	restero	restero	VERB
8819	respinta	respintare	VERB
8820	calmarti	calmare ti	VERB
8821	abbigliamento	abbigliamento	NOUN
8825	alzarmi	alzare mi	VERB
8826	prendine	prendina	NOUN
8830	clive	clive	NOUN
8831	corna	corna	NOUN
8835	asino	asino	NOUN
8836	mantello	mantello	NOUN
8837	yacht	yacht	NOUN
8838	credibile	credibile	ADJ
8841	frost	frost	NOUN
8843	strizzacervelli	strizzacervello	ADJ
8844	puzzi	puzzio	ADJ
8845	maxine	maxine	ADJ
8846	piazzato	piazzare	VERB
8847	coinvolgimento	coinvolgimento	NOUN
8848	marion	marion	NOUN
8849	primario	primario	ADJ
8850	offensivo	offensivo	ADJ
8851	etica	etica	NOUN
8852	robinson	Robinson	VERB
8854	mandami	mandami	VERB
8855	pisolino	pisolino	NOUN
8858	toccarla	toccare la	VERB
8859	eugene	eue ge ne	NOUN
8861	holt	Holt	NOUN
8862	sportivo	sportivo	ADJ
8863	square	square	NOUN
8864	banchetto	banchetto	NOUN
8866	contesto	contesto	NOUN
8869	spaccato	spaccato	NOUN
8870	fortezza	fortezza	NOUN
8871	dormitorio	dormitorio	NOUN
8874	elijah	elijah	ADJ
8877	bancarotta	bancarotta	NOUN
8880	morsi	morso	NOUN
8881	artificiale	artificiale	ADJ
8882	aidan	aidan	ADJ
8883	mostrarmi	mostrare mi	VERB
8885	sembrera	sembrera	VERB
8886	presentarmi	presentare mi	VERB
8888	sciarpa	sciarpa	NOUN
8891	oppa	oppa	ADJ
8892	bottino	bottino	NOUN
8895	colla	colla	NOUN
8896	verita'	verito	ADJ
8897	elaine	elaine	ADJ
8898	starmi	stare mi	VERB
8901	verrete	verrete	VERB
8902	rendermi	rendere mi	VERB
8903	piacerti	piacere ti	VERB
8905	starete	starere	VERB
8907	fortemente	fortemente	ADV
8908	essenza	essenza	NOUN
8909	mutuo	mutuo	NOUN
8910	abbracci	abbraccio	NOUN
8911	diversivo	diversivo	ADJ
8915	promosso	promottere	VERB
8916	patrigno	patrigno	NOUN
8917	darryl	darryl	NOUN
8919	brusio	Brusio	NOUN
8920	gallo	gallo	NOUN
8924	definitiva	definitivo	ADJ
8925	appassionato	appassionato	ADJ
8926	evacuazione	evacuazione	NOUN
8928	national	national	NOUN
8929	svedese	svedese	ADJ
8932	solletico	solletico	ADJ
8933	farina	farina	NOUN
8935	accampamento	accampamento	NOUN
8939	ringraziarvi	ringraziare vi	VERB
8940	adesivo	adesivo	NOUN
8941	cancelliere	cancelliere	NOUN
8942	bagnata	bagnare	VERB
8943	way	way	NOUN
8947	network	network	NOUN
8948	orgasmo	orgasmo	NOUN
8949	ritrovi	ritrovi	VERB
8952	balcone	balcone	NOUN
8953	laureato	laureato	ADJ
8955	mazzo	mazzo	NOUN
8958	cae'	caeo	ADJ
8961	plotone	plotone	NOUN
8962	inizieremo	iniziere	VERB
8965	fore'	fore	NOUN
8967	incaricato	incaricare	VERB
8968	ostile	ostile	ADJ
8969	salsiccia	salsiccia	NOUN
8971	diventerò	diventere	VERB
8972	soffro	soffrare	VERB
8974	superficiale	superficiale	ADJ
8977	ringraziamo	ringrazere	VERB
8978	spavento	spavento	NOUN
8984	adori	adore	NOUN
8985	social	social	ADJ
8986	ridammi	ridammi	VERB
8987	lasciali	lasciale	ADJ
8988	bryce	bryce	VERB
8989	gocce	gocca	NOUN
8990	sloan	sloan	VERB
8992	pertanto	pertanto	ADV
8993	tammy	tammy	ADJ
8994	perderlo	perdere lo	VERB
8995	sirene	sirena	NOUN
8997	svegliarmi	svegliare mi	VERB
8998	identificazione	identificazione	NOUN
8999	sylvia	sylvia	NOUN
9000	levi	Levi	VERB
9001	hughes	hughes	VERB
9006	violentata	violentare	VERB
9008	recinto	recingere	NOUN
9009	ottimista	ottimista	ADJ
9010	necessità	necessità	NOUN
9012	liberazione	Liberazione	NOUN
9015	concorrenza	concorrenza	NOUN
9016	incirca	incirca	ADV
9018	callen	callen	NOUN
9019	camper	camper	NOUN
9020	gregory	gregory	ADJ
9021	ugualmente	ugualmente	ADV
9022	facciamoci	facciamoe ci	VERB
9024	avermelo	avermelo	VERB
9025	respinto	respingere	VERB
9026	eccone	eccone	VERB
9027	kung	Kung	NOUN
9028	dawero	dawero	ADJ
9029	dateci	datece	ADV
9030	tessuti	tessuto	NOUN
9034	figuriamoci	figurare ci	VERB
9035	pentagono	pentagono	VERB
9036	molestie	molestia	NOUN
9037	farfalla	farfalla	NOUN
9040	frequenti	frequente	ADJ
9041	banconote	banconota	NOUN
9044	metafora	metafora	NOUN
9045	ormoni	ormone	NOUN
9049	scherzetto	scherzetto	NOUN
9050	emotivamente	emotivamente	ADV
9051	master	Master	NOUN
9052	discarica	discarica	NOUN
9053	disprezzo	disprezzo	NOUN
9054	tiriamo	tirire	VERB
9055	nanna	nanna	NOUN
9056	permetterti	permettere ti	VERB
9059	confidenza	confidenza	NOUN
9060	paramedici	paramedico	NOUN
9061	gliele	gliele	NOUN
9062	vediamoci	vediamoe ci	VERB
9066	erezione	erezione	NOUN
9072	falls	Falls	NOUN
9073	ingrid	ingrid	ADJ
9074	rientro	rientro	NOUN
9076	magro	magro	ADJ
9077	spacco	spacco	NOUN
9083	allontanatevi	allontanatee vi	VERB
9084	caverai	caverai	VERB
9085	estrazione	estrazione	NOUN
9090	bolle	bolla	NOUN
9091	spionaggio	spionaggio	NOUN
9093	roll	roll	NOUN
9094	stregone	stregone	NOUN
9095	ingenuo	ingenuo	ADJ
9099	elettronica	elettronico	ADJ
9100	esserle	essere le	VERB
9103	schiaffo	schiaffo	NOUN
9104	prepararti	prepararre ti	VERB
9108	pagliaccio	pagliaccio	NOUN
9109	investitori	investitore	NOUN
9110	orecchini	orecchino	NOUN
9111	bizzarro	bizzarro	ADJ
9112	dama	dama	NOUN
9113	pupazzo	pupazzo	NOUN
9114	turco	turco	ADJ
9115	corno	corno	NOUN
9123	riportarlo	riportare lo	VERB
9125	tabacco	tabacco	NOUN
9127	cattolica	cattolico	ADJ
9128	camino	camino	NOUN
9129	point	point	NOUN
9130	riuscirei	riuscirei	VERB
9132	pollici	pollico	ADJ
9135	vaga	vago	ADJ
9137	idraulico	idraulico	ADJ
9138	procedure	procedura	NOUN
9142	tic	tic	NOUN
9143	fedina	fedina	NOUN
9145	gerald	gerald	NOUN
9147	portiera	portierare	NOUN
9149	sfilata	sfilare	VERB
9152	formale	formale	ADJ
9154	trasferirsi	trasferire si	VERB
9158	cece	cece	NOUN
9159	sapro	sapro	NOUN
9160	capezzoli	capezzolo	NOUN
9162	cartone	cartone	NOUN
9163	ricevute	ricevuta	NOUN
9164	ottieni	ottieni	VERB
9165	verifica	verifica	NOUN
9168	umiliante	umiliante	ADJ
9171	veglia	vegliare	VERB
9172	ironico	ironico	ADJ
9174	biliardo	biliardo	NOUN
9175	indipendenza	indipendenza	NOUN
9176	center	center	NOUN
9178	definitivamente	definitivamente	ADV
9181	inaugurazione	inaugurazione	NOUN
9182	intensiva	intensivo	ADJ
9184	aprirla	aprire la	VERB
9188	boxe	boxeo	NOUN
9189	cho	cho	VERB
9190	eccovi	eccoe vi	VERB
9192	tifo	tifo	NOUN
9193	link	link	NOUN
9199	traguardo	traguardo	NOUN
9200	orrendo	orrere	VERB
9201	dorsale	dorsale	ADJ
9202	sparagli	sparaglio	VERB
9204	consigliato	consigliare	VERB
9206	vulcano	vulcano	NOUN
9207	soffitta	soffitta	NOUN
9208	scusarsi	scusare si	VERB
9209	abile	abile	ADJ
9211	portaci	portaci	VERB
9216	affrontarlo	affrontare lo	VERB
9217	impiego	impiego	NOUN
9220	ciccio	ciccio	NOUN
9221	assemblea	assembleare	NOUN
9222	inappropriato	inappropriato	ADJ
9223	guasto	Guasto	NOUN
9224	bree	Bree	VERB
9227	lasciatela	Lasciatela	VERB
9228	baciarmi	baciare mi	VERB
9229	pittore	pittore	NOUN
9230	monty	Monty	ADJ
9233	spugna	spugna	NOUN
9234	coinquilino	coinquilino	NOUN
9235	naruto	naruto	NOUN
9236	attratto	attraggere	VERB
9237	alito	alito	NOUN
9239	stupisce	stupire	VERB
9240	dimora	dimora	NOUN
9241	ghost	ghost	NOUN
9242	metterei	metterei	VERB
9245	maturo	maturo	ADJ
9246	celebrita	celebrire	VERB
9247	celia	celia	VERB
9249	scoperte	scoperta	NOUN
9251	presentarsi	presentare si	VERB
9253	testardo	testardo	ADJ
9254	decenni	decennio	NOUN
9255	cast	cast	NOUN
9257	pass	pass	NOUN
9261	marshal	Marshal	NOUN
9262	cavalleria	cavallerio	ADJ
9263	distrazione	distrazione	NOUN
9264	saprò	saprò	VERB
9265	compenso	compenso	NOUN
9267	balletto	balletto	NOUN
9268	lontanamente	lontanamente	ADV
9273	bancomat	bancomat	NOUN
9274	profeta	profeta	NOUN
9277	capanna	Capanna	NOUN
9279	valeria	valeria	NOUN
9281	sciroppo	sciroppo	NOUN
9282	pagherà	paghere	VERB
9283	facciale	facciale	ADJ
9284	riposi	riposi	VERB
9285	chiesi	chiesi	VERB
9287	allergico	allergico	ADJ
9288	gravità	gravità	NOUN
9289	apparso	apparso	VERB
9295	pellicola	pellicola	NOUN
9299	dominic	dominic	NOUN
9300	fotta	fotto	VERB
9304	parlamento	parlamento	NOUN
9305	muovo	muovare	VERB
9306	capolavoro	capolavoro	NOUN
9310	dirsi	dire si	VERB
9311	suzanne	suzanne	VERB
9313	tiffany	tiffae ny	VERB
9314	solido	solido	ADJ
9317	kid	Kid	NOUN
9319	vabbè	vabbè	ADV
9320	scenario	scenario	NOUN
9322	velo	velo	NOUN
9323	ambizione	ambizione	NOUN
9324	banditi	bandito	NOUN
9325	culla	cullare	VERB
9330	pomodori	pomodoro	NOUN
9331	maura	Maura	NOUN
9333	lucido	lucido	ADJ
9334	sabrina	Sabrina	VERB
9336	modesto	modesto	ADJ
9337	teletrasporto	teletrasporto	NOUN
9338	canyon	canyon	NOUN
9341	sottovoce	sottovoce	ADV
9344	glee	glee	NOUN
9345	levatevi	Levatevi	VERB
9346	timore	timore	NOUN
9348	fanciulla	fanciulla	NOUN
9349	chiodo	chiodo	NOUN
9350	noccioline	nocciolina	NOUN
9351	sbrigarci	sbrigare ci	VERB
9355	tabulati	tabulato	ADJ
9356	flebo	flebo	NOUN
9359	bip	bipo	NOUN
9363	stamani	stamano	NOUN
9364	entrarci	entrare ci	VERB
9368	abbandono	abbandono	NOUN
9369	serbatoio	serbatoio	NOUN
9371	borsetta	Borsetta	NOUN
9373	profezia	profezia	NOUN
9375	timothy	timothy	ADV
9376	dategli	datee gli	VERB
9378	aiden	aiden	VERB
9379	foro	foro	NOUN
9380	supponiamo	supponere	VERB
9382	eddai	edde ai	VERB
9387	insensibile	insensibile	ADJ
9390	separate	separate	ADJ
9391	ansioso	ansioso	ADJ
9393	baltimora	Baltimora	VERB
9396	ascoltarlo	ascoltare lo	VERB
9397	antincendio	antincendio	ADJ
9398	battesimo	battesimo	NOUN
9399	cupola	cupola	NOUN
9400	devon	dovonre	VERB
9402	concentrarti	concentrare ti	VERB
9404	sanitaria	sanitario	ADJ
9405	dividiamo	dividire	VERB
9406	wa	wa	NOUN
9407	darlo	dare lo	VERB
9408	panorama	panorama	NOUN
9410	assomigli	assomigre li	VERB
9413	sapresti	saprestio	NOUN
9415	vergogni	vergogni	ADJ
9417	ricognizione	ricognizione	NOUN
9418	vali	vale	ADJ
9422	old	old	NOUN
9423	tanya	tanya	NOUN
9424	analista	analista	NOUN
9426	trovarne	trovare ne	VERB
9428	tornado	tornado	NOUN
9429	container	container	NOUN
9431	meccanismo	meccanismo	NOUN
9432	knox	Knox	NOUN
9433	poliziotta	poliziotta	NOUN
9434	georgie	georgre ie	VERB
9435	telecomando	telecomando	NOUN
9436	guancia	guancia	NOUN
9437	opportuno	opportuno	ADJ
9438	alexis	alexis	NOUN
9439	eternita	eternere	VERB
9440	scoprira	scoprirare	VERB
9441	tonno	tonno	NOUN
9442	urgenza	urgenza	NOUN
9446	valvola	valvola	NOUN
9447	ricatto	ricatto	NOUN
9448	signorino	signorino	VERB
9449	pestato	pestare	VERB
9450	combattiamo	combattare	VERB
9452	milady	Milady	NOUN
9454	pratico	pratico	ADJ
9455	affar	affar	ADJ
9457	mandarti	mandare ti	VERB
9458	steroidi	steroida	NOUN
9459	concentrarci	concentrare ci	VERB
9460	vialetto	vialerre	NOUN
9461	rasoio	rasoio	NOUN
9463	pienamente	pienamente	ADV
9464	cm	cm	NOUN
9465	lavaggio	lavaggio	NOUN
9466	equipaggiamento	equipaggiamento	NOUN
9467	haven	haven	NOUN
9468	colorado	Colorado	NOUN
9471	frainteso	fraintendere	VERB
9472	possiedo	possiedo	VERB
9478	visivo	visivo	ADJ
9479	spettatori	spettatore	NOUN
9481	capii	capii	VERB
9483	reggimento	reggimento	NOUN
9485	caitlin	caitlin	VERB
9486	siero	siero	NOUN
9487	controllarlo	controllare lo	VERB
9488	identico	identico	ADJ
9494	harriet	harriet	VERB
9495	ergastolo	ergastolo	NOUN
9496	performance	performancia	NOUN
9499	preoccuparci	preoccupare ci	VERB
9502	navicella	navicella	NOUN
9503	gotham	gotham	ADJ
9504	worf	Worf	NOUN
9505	ginger	ginger	NOUN
9506	rito	rito	NOUN
9508	passerai	passere ai	VERB
9509	avanguardia	avanguardia	ADV
9511	potter	potter	NOUN
9515	coprifuoco	coprifuoco	NOUN
9518	consiste	consistere	VERB
9520	pulisci	puliscere	VERB
9523	ciotola	ciotola	NOUN
9524	tromba	tromba	NOUN
9525	gomito	gomito	NOUN
9528	rotoli	rotolo	NOUN
9529	damigella	damigellae	NOUN
9531	pelliccia	pelliccia	NOUN
9533	dr	dr	NOUN
9535	insulto	insulto	NOUN
9536	sentii	sentii	VERB
