rank	original	lemma	POS	tag
10471	raduno	raduno	NOUN	S
10472	aprirlo	aprire lo	VERB	V_PC
10473	rompi	rompi	VERB	V
10474	proveniente	provenire	VERB	V
10475	uccisione	uccisione	NOUN	S
10476	graziosa	grazioso	ADJ	A
10477	masticare	masticare	VERB	V
10478	insulti	insulto	NOUN	S
10479	rivelazione	rivelazione	NOUN	S
10480	ricorderai	ricorderare	VERB	V
10481	interi	intero	ADJ	A
10482	ossessionata	ossessionare	VERB	V
10483	cerebrali	cerebrale	ADJ	A
10484	herr	Herr	PROPN	SP
10485	sconvolgente	sconvolgente	ADJ	A
10486	costata	costare	VERB	V
10487	tradisce	tradire	VERB	V
10488	scivolare	scivolare	VERB	V
10489	canaglia	canagliare	NOUN	S
10490	promettente	promettente	ADJ	A
10491	venissero	venire	VERB	VA
10492	tango	tango	NOUN	S
10493	nevada	Nevada	NOUN	S
10494	turk	turk	ADJ	S
10495	stressato	stressare	VERB	V
10496	amatoriale	amatoriale	ADJ	A
10497	strambo	strambo	ADJ	A
10498	esecutivo	esecutivo	ADJ	A
10499	rami	ramo	NOUN	S
10500	see	see	ADJ	NO
10501	distanze	distanza	NOUN	S
10502	acquisti	acquisto	NOUN	S
10503	atteso	attendere	VERB	V
10504	theresa	therendere	NOUN	S
10505	artiglieria	artiglieria	NOUN	S
10506	preti	prete	NOUN	S
10507	fissata	fissare	VERB	V
10508	luther	Luther	PROPN	SP
10509	pugile	pugile	NOUN	S
10510	yu	yu	CCONJ	I
10511	antiche	antico	ADJ	A
10512	pompe	pompa	NOUN	S
10513	positivi	positivo	ADJ	A
10514	vicki	vicki	ADV	B
10515	lavagna	lavagna	NOUN	S
10516	mettetelo	mettetelo	VERB	V_PC
10517	suicidi	suicida	NOUN	S
10518	fermerà	fermare	VERB	V
10519	discussioni	discussione	NOUN	S
10520	davano	dare	VERB	V
10521	seguaci	seguace	NOUN	S
10522	furbi	furbo	ADJ	A
10523	aspirina	aspirinare	NOUN	S
10524	cassidy	cassidy	VERB	V
10525	invano	invano	ADV	B
10526	piscio	pisciare	VERB	S
10527	scoprirà	scoprire	VERB	V
10528	pakistan	pakistan	PROPN	SP
10529	covo	covo	NOUN	S
10530	lieve	lieve	ADJ	A
10531	sacerdote	sacerdote	NOUN	S
10532	ow	ow	PROPN	PC
10533	picchia	picchia	VERB	V
10534	rivela	rivelare	VERB	V
10535	emmett	emmett	NOUN	S
10536	vassoio	vassoio	NOUN	S
10537	attico	attico	ADJ	S
10538	lasciassi	Lasciassi	VERB	V
10539	modelle	modella	NOUN	S
10540	parassita	parassita	NOUN	S
10541	continuerai	continuerai	VERB	V_PC
10542	muscolo	muscolo	NOUN	S
10543	inseguimento	inseguimento	NOUN	S
10544	scanner	scanner	NOUN	S
10545	tornava	tornare	VERB	V
10546	interpretato	interpretare	VERB	V
10547	aiutati	aiutare	VERB	V
10548	rimpianto	rimpianto	NOUN	S
10549	bigliettoni	bigliettone	NOUN	S
10550	minimamente	minimamente	ADV	B
10551	ingredienti	ingrediente	NOUN	S
10552	avversari	avversario	ADJ	A
10553	fatela	fatela	VERB	V_PC
10554	spa	spa	ADJ	A
10555	diffuso	diffuso	VERB	V
10556	spaventi	spavento	NOUN	A
10557	fedeltà	fedeltà	NOUN	S
10558	priva	privo	ADJ	A
10559	colpirmi	colpire mi	VERB	V_PC
10560	baita	baita	NOUN	S
10561	passerò	passerò	VERB	V
10562	sawyer	sawyer	NOUN	NO
10563	izzy	izzy	PROPN	SP
10564	dadi	dado	NOUN	S
10565	prestiti	prestito	NOUN	S
10566	from	from	NOUN	S
10567	controllati	controllare	VERB	V
10568	barbone	barbone	NOUN	S
10569	andassimo	andare	VERB	V_PC
10570	fratture	frattura	NOUN	S
10571	debbano	dovere	VERB	VM
10572	giustificare	giustificare	VERB	V
10573	fighi	figo	ADJ	A
10574	aggeggio	aggeggio	NOUN	S
10575	differenze	differenza	NOUN	S
10576	paracadute	paracaduteo	NOUN	S
10577	abbandona	abbandonare	VERB	V
10578	cook	cook	NOUN	S
10579	sopracciglia	sopracciglia	NOUN	S
10580	tenetelo	tenetelo	VERB	V_PC
10581	dimentichiamo	dimentichere	VERB	V
10582	ade	ade	ADJ	SW
10583	sicario	sicario	NOUN	S
10584	ballerino	ballerino	NOUN	S
10585	piume	piuma	NOUN	S
10586	christy	christy	VERB	V
10587	obbedire	obbedire	VERB	V
10588	lila	Lila	NOUN	V
10589	mance	mance	NOUN	S
10590	richiedono	richiedere	VERB	V
10591	how	how	NOUN	E
10592	gatta	gatta	NOUN	S
10593	catastrofe	catastrofe	NOUN	S
10594	biondo	biondo	ADJ	A
10595	palm	palm	NOUN	S
10596	include	includere	VERB	V
10597	umiliato	umiliare	VERB	V
10598	langley	Langley	DET	PI
10599	lavatrice	lavatore	NOUN	S
10600	clinton	clinton	PROPN	SP
10601	satellitare	satellitare	ADJ	V
10602	commerciali	commerciale	ADJ	A
10603	rintracciarlo	rintracciare lo	VERB	V_PC
10604	ondata	ondata	NOUN	S
10605	affronta	affrontare	VERB	V
10606	governare	governare	VERB	V
10607	tombe	tomba	NOUN	S
10608	arena	arena	NOUN	S
10609	autorizzata	autorizzare	ADJ	A
10610	shield	shield	PROPN	SP
10611	salvando	salvare	VERB	V
10612	concerti	concerto	NOUN	S
10613	gabi	gabo	ADJ	V_PC
10614	culetto	culetto	NOUN	S
10615	prof	prof	NOUN	S
10616	talenti	talento	NOUN	S
10617	reattore	reattore	NOUN	S
10618	immediata	immediato	ADJ	A
10619	saliva	salire	VERB	V
10620	nani	nano	NOUN	S
10621	conoscesse	conoscere	VERB	V
10622	riferire	riferire	VERB	V
10623	sergio	Sergio	PROPN	SP
10624	prendano	prendere	VERB	V
10625	informati	informare	VERB	V
10626	tasto	tasto	NOUN	S
10627	assicurero	assicurero	ADJ	A
10628	guardatelo	guardatelo	NOUN	V_PC_PC
10629	limitata	limitare	VERB	V
10630	intruso	intruso	ADJ	S
10631	goccio	goccio	VERB	V
10632	salmone	salmone	NOUN	S
10633	sorgente	sorgente	NOUN	S
10634	importasse	importare	VERB	V
10635	lattina	lattina	NOUN	S
10636	costiera	costiero	ADJ	S
10637	dignita	dignita	NOUN	S
10638	psicologico	psicologico	ADJ	A
10639	scopriro	Scopriro	PROPN	SP
10640	sfogo	sfogo	NOUN	S
10641	esausto	esausto	ADJ	A
10642	en	en	ADP	E
10643	amsterdam	amsterdam	PROPN	SP
10644	league	leaguo	ADV	B
10645	interamente	interamente	ADV	B
10646	fiumi	fiume	NOUN	S
10647	sperato	sperare	VERB	V
10648	pensateci	pensateci	VERB	V_PC
10649	drogati	drogare	VERB	V
10650	proteine	proteina	NOUN	S
10651	viscido	viscido	ADJ	A
10652	bugiardi	bugiarde	NOUN	S
10653	genetico	genetico	ADJ	A
10654	tela	tela	NOUN	S
10655	bevande	bevanda	NOUN	S
10656	colloqui	colloquio	NOUN	S
10657	destinata	destinare	VERB	V
10658	dialogo	dialogo	NOUN	S
10659	frego	frego	VERB	V
10660	telefonici	telefonico	ADJ	A
10661	suocera	suocerae	NOUN	S
10662	esistesse	esistere	VERB	V
10663	santiago	Santiago	PROPN	SP
10664	cadde	cadde	VERB	V
10665	raccogliendo	raccogliere	VERB	V
10666	minestra	Minestra	NOUN	S
10667	hassan	hassan	PROPN	SP
10668	compilare	compilare	VERB	V
10669	blocchi	blocco	NOUN	S
10670	bussato	bussare	VERB	V
10671	daresti	daredere	VERB	V
10672	minacciata	minacciare	VERB	V
10673	we'	we	NOUN	SW
10674	commovente	commovere	ADJ	A
10675	rapitori	rapitore	NOUN	S
10676	'e	'	PUNCT	FB
10677	preliminari	preliminare	ADJ	A
10678	suvvia	suvvia	PROPN	SP
10679	pianti	piante	NOUN	S
10680	zampa	zampa	NOUN	S
10681	profonde	profondo	ADJ	A
10682	tribu	tribu	NOUN	A
10683	whitney	Whitney	PROPN	S
10684	testi	testo	NOUN	S
10685	vivace	vivace	ADJ	A
10686	aumentato	aumentare	VERB	V
10687	guinzaglio	guinzaglio	NOUN	S
10688	tendenza	tendenza	NOUN	S
10689	crollato	crollare	VERB	V
10690	dure	duro	ADJ	A
10691	orizzonte	orizzonte	NOUN	B
10692	completi	completo	ADJ	A
10693	yard	yard	NOUN	S
10694	sottosopra	sottosopra	ADV	B
10695	adottare	adottare	VERB	V
10696	virtù	virtù	NOUN	S
10697	fibre	fibra	NOUN	S
10698	ip	ip	NOUN	S
10699	cascata	cascata	NOUN	S
10700	acquistare	acquistare	VERB	V
10701	kensi	Kensi	NOUN	S
10702	conoscerci	conoscere ci	VERB	V_PC
10703	armstrong	armstrong	NOUN	S
10704	meravigliose	meraviglioso	ADJ	A
10705	abraham	abrahamo	NOUN	S
10706	accettiamo	accettare	VERB	V
10707	locanda	Locanda	NOUN	S
10708	polsi	polso	NOUN	S
10709	spegnete	spegnere	VERB	V_PC
10710	county	County	X	SW
10711	illegalmente	illegalmente	ADV	B
10712	recluta	reclutare	VERB	V
10713	freezer	freezer	NOUN	S
10714	heart	heart	NOUN	S
10715	fesso	fesso	ADJ	B
10716	cognata	cognata	NOUN	S
10717	venderla	vendere la	VERB	V_PC
10718	ricordami	ricordamere	VERB	V_PC
10719	minorenne	minorenne	ADJ	A
10720	sookie	sookie	NOUN	A
10721	scavato	scavare	VERB	V
10722	was	was	NOUN	S
10723	finiranno	finiere	VERB	V
10724	ritirarsi	ritirare si	VERB	V_PC
10725	tronco	tronco	NOUN	S
10726	nixon	nixon	PROPN	SP
10727	acceleratore	acceleratore	NOUN	S
10728	elettricita	elettricita	NOUN	S
10729	mentalmente	mentalmente	ADV	B
10730	ballato	ballare	VERB	A
10731	spettro	spettro	NOUN	S
10732	checca	checca	NOUN	S
10733	matthews	matthews	NOUN	S
10734	miniere	miniera	NOUN	S
10735	dead	dead	NOUN	S
10736	lisbon	lisbon	PROPN	SP
10737	sterling	Sterling	NOUN	S
10738	rubi	rubare	VERB	V
10739	potevate	potevare	VERB	A
10740	alimentari	alimentare	ADJ	S
10741	stallone	stallone	NOUN	S
10742	sub	sub	NOUN	S
10743	sentirci	sentire ci	VERB	V_PC
10744	lawson	lawson	VERB	SP
10745	pregando	pregare	VERB	V
10746	chiarito	chiarire	VERB	V
10747	scenata	scenata	NOUN	S
10748	vaniglia	vaniglia	NOUN	S
10749	sospesa	sospendere	VERB	V
10750	corriamo	correre	VERB	V
10751	bevanda	bevanda	NOUN	S
10752	mannaro	Mannaro	ADJ	A
10753	incisione	incisione	NOUN	S
10754	volontariamente	volontariamente	ADV	B
10755	infiltrato	infiltrare	VERB	V
10756	radice	radice	NOUN	S
10757	circondata	circondare	VERB	V
10758	mars	Mars	NOUN	S
10759	town	town	NOUN	SW
10760	lode	lode	NOUN	S
10761	professori	professore	NOUN	S
10762	alias	alias	NOUN	S
10763	senior	senior	ADJ	A
10764	pantaloncini	pantaloncino	NOUN	S
10765	sederci	sedere ci	VERB	V_PC
10766	decimo	decimo	ADJ	NO
10767	bisturi	bisturi	VERB	V
10768	concorrenti	concorrente	NOUN	S
10769	sovrintendente	sovrintendente	NOUN	S
10770	salario	salario	NOUN	S
10771	piango	piangare	VERB	V
10772	matrimoniale	Matrimoniale	ADJ	A
10773	diffondere	diffondere	VERB	V
10774	organizzata	organizzare	VERB	V
10775	ziva	zivo	ADJ	A
10776	terminare	terminare	VERB	V
10777	scansione	scansione	NOUN	S
10778	vincendo	vincere	VERB	V
10779	rilassarsi	rilassare si	VERB	V_PC
10780	spaventando	spaventare	VERB	V
10781	duchessa	duchessa	NOUN	V
10782	serra	serra	NOUN	S
10783	dispositivi	dispositivo	NOUN	S
10784	lontane	lontano	ADJ	A
10785	russ	Russ	NOUN	S
10786	morirete	morirere	VERB	V
10787	posticino	posticino	NOUN	S
10788	telefonico	telefonico	ADJ	A
10789	snob	snob	NOUN	B
10790	catering	catering	NOUN	S
10791	disk	disk	NOUN	S
10792	reclamo	reclamo	NOUN	S
10793	atomica	atomico	ADJ	A
10794	lasciarsi	lasciare si	VERB	V_PC
10795	sfuggita	sfuggitare	VERB	V
10796	lavoreremo	lavorare	VERB	V_B
10797	napoleone	napoleone	NOUN	S
10798	dopodiche	dopodico	ADJ	A
10799	guidatore	guidatore	NOUN	S
10800	condannati	condannare	VERB	V
10801	figure	figura	NOUN	S
10802	soia	soia	NOUN	S
10803	burton	burton	PROPN	SP
10804	sedili	sedilo	NOUN	S
10805	coroner	coronere	NOUN	S
10806	pento	pento	NOUN	S
10807	schiacciato	schiacciare	VERB	V
10808	gemello	gemello	NOUN	S
10809	storiella	storiello	ADJ	A
10810	esito	esito	NOUN	S
10811	genero	genero	NOUN	S
10812	tirarla	tirare la	VERB	V_PC
10813	diga	Diga	PROPN	SP
10814	ascoltarti	ascoltare ti	VERB	V_PC
10815	specchi	Specchi	PROPN	SP
10816	lasciò	lasciare	VERB	V
10817	venduti	vendere	VERB	V
10818	forchetta	forchetta	NOUN	S
10819	not	not	X	SW
10820	palloncini	palloncino	NOUN	S
10821	sorvegliare	sorvegliare	VERB	V
10822	manderanno	mandare	VERB	V
10823	artistico	artistico	ADJ	A
10824	parlassi	parlare	VERB	V
10825	strato	strato	NOUN	S
10826	sistemiamo	sistemere	VERB	V
10827	aiuteranno	aiutare	VERB	V
10828	chiedessi	chiedessare	VERB	V_PC
10829	pargolo	pargolo	NOUN	S
10830	sanguina	sanguina	VERB	V
10831	spiare	spiare	VERB	V
10832	penitenziario	penitenziario	NOUN	S
10833	tossici	tossico	ADJ	A
10834	previsioni	previsione	NOUN	S
10835	esplosioni	esplosione	NOUN	S
10836	seal	seal	NOUN	S
10837	rimpianti	rimpiante	NOUN	S
10838	interpol	interpol	VERB	V
10839	combattente	combattere	VERB	S
10840	scorrere	scorrere	VERB	V
10841	riservate	riservare	VERB	V
10842	bloom	Bloom	NOUN	S
10843	karaoke	Karaoke	PROPN	SP
10844	bilancio	bilancio	NOUN	S
10845	aggiunta	aggiungere	NOUN	V
10846	freghi	fregare	VERB	V
10847	take	take	X	SW
10848	risolveremo	risolvere	VERB	V
10849	perderò	perderò	VERB	V
10850	pneumatici	pneumatico	NOUN	S
10851	skipper	skipper	NOUN	S
10852	diabete	diabete	NOUN	S
10853	gigantesco	gigantesco	ADJ	A
10854	universale	universale	ADJ	A
10855	liberate	liberare	VERB	V
10856	lina	lina	NOUN	S
10857	felicity	felicity	NOUN	S
10858	prendetevi	prendetee vi	VERB	V_PC
10859	mascella	mascella	NOUN	S
10860	draghi	drago	NOUN	S
10861	vestire	vestire	VERB	V
10862	piselli	pisello	NOUN	S
10863	orfani	orfani	ADJ	A
10864	apollo	apollo	NOUN	SP
10865	sopporta	sopportare	VERB	V
10866	tobias	tobias	VERB	E_RD
10867	aghi	ago	NOUN	S
10868	creek	creek	NOUN	S
10869	lucious	Lucious	PROPN	SP
10870	triplo	triplo	ADJ	A
10871	millimetri	millimetro	NOUN	S
10872	slogan	slogan	NOUN	S
10873	eccita	eccitare	VERB	V
10874	beck	Beck	PROPN	SP
10875	diventeremo	diventeere	VERB	V_PC
10876	apertamente	apertamente	ADV	B
10877	cambiarlo	cambiare lo	VERB	V_PC
10878	rendiamo	rendere	VERB	V
10879	comportano	comportare	VERB	V
10880	indossano	indossare	VERB	V
10881	aurora	aurora	NOUN	S
10882	poteste	potesta	NOUN	V
10883	calde	caldo	ADJ	A
10884	connesso	connesso	VERB	V
10885	live	live	NOUN	S
10886	polmone	polmone	NOUN	S
10887	console	console	NOUN	S
10888	finanze	finanza	NOUN	S
10889	feroce	feroce	ADJ	A
10890	stagno	stagno	NOUN	S
10891	pigro	pigro	ADJ	A
10892	malvagi	malvagi	NOUN	PI
10893	jax	Jax	DET	RI
10894	evasione	evasione	NOUN	S
10895	buddha	Buddha	NOUN	S
10896	sposti	spostare	VERB	V
10897	penne	penna	NOUN	S
10898	raccogli	raccogre li	VERB	V_PC
10899	funzionario	funzionario	NOUN	S
10900	morbido	morbido	ADJ	A
10901	cercavamo	cercare	VERB	V
10902	influenzare	influenzare	VERB	V
10903	ko	ko	NOUN	S
10904	ariel	ariel	PROPN	SP
10905	basti	bastare	VERB	V
10906	abbondanza	abbondanza	NOUN	S
10907	rubrica	rubrica	NOUN	S
10908	cambiarti	cambiare ti	VERB	V_PC
10909	specialita	specialire	VERB	V
10910	cercheranno	cercare	VERB	V
10911	rimorchiare	rimorchiare	VERB	V
10912	mostrarvi	mostrare vi	VERB	V_PC
10913	vinciamo	vincare	VERB	V
10914	traiettoria	traiettoria	NOUN	S
10915	richmond	richmond	VERB	V_PC
10916	motivazione	motivazione	NOUN	S
10917	bikini	bikino	PRON	PI
10918	pozione	pozione	NOUN	S
10919	reality	reality	NOUN	SP
10920	bontà	bontà	NOUN	S
10921	cruciale	cruciale	ADJ	A
10922	gradirei	gradire	VERB	V
10923	mangeremo	mangere	VERB	V
10924	caramella	caramella	NOUN	S
10925	confidenziale	confidenziale	ADJ	A
10926	proporre	proporre	VERB	V
10927	bussa	bussare	VERB	V
10928	chiavetta	chiavetta	NOUN	S
10929	manderemo	mandare	VERB	V
10930	spiccioli	spicciolo	ADJ	A
10931	aprono	aprire	VERB	V
10932	societa'	societa	NOUN	S
10933	indice	indire	VERB	V
10934	subs	subs	NOUN	B
10935	risolviamo	risolvere	VERB	V
10936	poveretto	poveretto	NOUN	S
10937	consentito	consentire	VERB	V
10938	attaccando	attaccare	VERB	V
10939	musulmani	musulmano	NOUN	S
10940	lanci	lancio	NOUN	S
10941	moriamo	morare	VERB	V
10942	dimesso	dimettere	VERB	V
10943	prototipo	prototipo	NOUN	S
10944	desolato	desolato	ADJ	A
10945	volessero	volere	VERB	VA
10946	chemio	chemio	NOUN	S
10947	tuono	tuonare	VERB	V
10948	ricoperto	ricoprire	VERB	V
10949	facevate	facevare	VERB	V
10950	aiutante	aiutante	NOUN	S
10951	invia	inviare	VERB	V
10952	informatico	informatico	ADJ	A
10953	cosce	coscia	NOUN	S
10954	walsh	Walsh	NOUN	S
10955	permessi	permettere	VERB	V
10956	liza	Liza	PROPN	SP
10957	prevenire	prevenire	VERB	V
10958	fiocchi	fiocco	NOUN	S
10959	baciati	baciare	VERB	V
10960	risolve	risolvere	VERB	V
10961	contribuito	contribuire	VERB	V
10962	imbecilli	imbecille	NOUN	S
10963	ragiona	ragionare	VERB	V
10964	startene	stare ti ne	VERB	V_PC_PC
10965	scheletro	scheletro	NOUN	S
10966	specifica	specifico	ADJ	V
10967	elettori	elettore	NOUN	S
10968	nascondo	nascondo	VERB	V
10969	fuggitivo	fuggitivo	ADJ	A
10970	fire	fire	NOUN	S
10971	cipolle	cipolla	NOUN	S
10972	bottoni	bottone	NOUN	S
10973	continuero	continueroo	NOUN	S
10974	sigari	sigario	NOUN	S
10975	dogana	dogana	NOUN	S
10976	banane	banana	NOUN	S
10977	ethel	ethel	VERB	V_PC
10978	carote	carota	NOUN	S
10979	maniche	manica	NOUN	S
10980	accorga	accorgere	VERB	V
10981	cofano	cofano	NOUN	S
10982	mancante	mancare	VERB	A
10983	riuscissimo	riuscire	ADJ	B
10984	respirazione	respirazione	NOUN	S
10985	riuscirete	riusciere	VERB	V
10986	prendessi	prendessi	VERB	V
10987	cometa	cometa	NOUN	S
10988	yoo	yoo	X	PQ
10989	riformatorio	riformatorio	NOUN	S
10990	pagamenti	pagamento	NOUN	S
10991	scantinato	scantinare	VERB	V
10992	insegnano	insegnare	VERB	V
10993	fotocamera	fotocamera	NOUN	S
10994	urlano	urlare	VERB	V
10995	fondamentalmente	fondamentalmente	ADV	B
10996	trionfo	trionfo	NOUN	S
10997	tormento	tormento	NOUN	S
10998	lascerei	Lascerei	VERB	V_PC
10999	frustrante	frustrante	ADJ	A
11000	vivremo	vivremo	VERB	V
11001	jr	jr	PROPN	SP
11002	golfo	golfo	NOUN	S
11003	comprarti	comprare ti	VERB	V_PC
11004	manipolare	manipolare	VERB	V
11005	passarmi	passare mi	VERB	V_PC
11006	galline	gallina	NOUN	S
11007	dottorato	dottorato	NOUN	S
11008	meta'	meta	NOUN	S
11009	capivo	capire	VERB	V
11010	lu	Lu	DET	RD
11011	precauzione	precauzione	NOUN	S
11012	fateci	fateci	NOUN	S
11013	effrazione	effrazione	NOUN	S
11014	colpevolezza	colpevolezza	NOUN	S
11015	seol	seol	ADJ	A
11016	gallagher	Gallagher	PROPN	SP
11017	muta	muta	NOUN	S
11018	cambieranno	cambiere	VERB	V
11019	anders	Anders	PROPN	SP
11020	risparmio	risparmio	NOUN	S
11021	goblin	goblin	NOUN	S
11022	caffetteria	caffetteria	NOUN	S
11023	riferivo	riferivo	VERB	V
11024	intuizione	intuizione	NOUN	S
11025	stiles	stiles	NOUN	S
11026	procedi	procedere	VERB	V
11027	wright	wright	NOUN	S
11028	mettervi	mettere vi	VERB	V_PC
11029	pannello	pannello	NOUN	S
11030	sovietica	sovietico	ADJ	A
11031	aragosta	aragosta	NOUN	S
11032	avviare	avviare	VERB	V
11033	mantenete	mantenere	VERB	V_PC
11034	vago	vago	ADJ	A
11035	furiosa	furioso	ADJ	A
11036	palcoscenico	palcoscenico	ADJ	A
11037	cibi	cibo	NOUN	S
11038	design	design	NOUN	S
11039	strutture	struttura	NOUN	S
11040	fondato	fondare	VERB	V
11041	vargas	vargas	NOUN	S
11042	arrestarlo	arrestare lo	VERB	V_PC
11043	permettono	permettere	VERB	V
11044	esterna	esterno	ADJ	A
11045	fncomic	fncomic	ADJ	A
11046	successi	successo	NOUN	S
11047	usarli	usare li	VERB	V_PC
11048	trovino	trovare	VERB	V
11049	brodo	brodo	NOUN	S
11050	penelope	penelope	VERB	V
11051	matura	Matura	NOUN	S
11052	uccidersi	uccidere si	VERB	V_PC
11053	presuntuoso	presuntuoso	ADJ	A
11054	scura	scuro	ADJ	A
11055	trovarvi	trovare vi	VERB	V_PC
11056	butler	butler	NOUN	SW
11057	shelley	shelley	NOUN	S
11058	have	have	ADP	E
11059	stanford	Stanford	NOUN	S
11060	bidone	bidone	NOUN	S
11061	here	here	X	SW
11062	clone	clone	NOUN	S
11063	asia	Asia	PROPN	SP
11064	camminata	camminare	NOUN	S
11065	aspettatemi	aspettatemi	VERB	V_PC_PC
11066	scappo	scappare	VERB	S
11067	hospital	hospital	NOUN	S
11068	accompagnata	accompagnare	VERB	V
11069	chiamerai	chiamerare	VERB	V_PC
11070	cookie	cookie	NOUN	S
11071	riempie	riempie	VERB	V
11072	secchi	secco	ADJ	A
11073	columbia	Columbia	NOUN	S
11074	marino	marino	ADJ	A
11075	seguiti	seguire	VERB	V
11076	femminili	femminile	ADJ	A
11077	rappresentano	rappresentare	VERB	V
11078	ecografia	ecografia	NOUN	S
11079	esplode	esplode	VERB	V
11080	andammo	andare	VERB	V
11081	pensavate	pensavare	VERB	V
11082	accelerare	accelerare	VERB	V
11083	riposarti	riposare ti	VERB	V_PC
11084	lavoratore	lavoratore	NOUN	S
11085	atleti	atleta	NOUN	S
11086	proceda	procedere	VERB	V
11087	modifiche	modifica	NOUN	S
11088	tragica	tragico	ADJ	A
11089	proveremo	provare	VERB	V
11090	crederà	credere	VERB	V
11091	leggende	leggenda	NOUN	S
11092	omega	omega	NOUN	S
11093	uccideremo	uccidere	VERB	V_B
11094	provenienti	provenire	VERB	V
11095	milton	milton	NOUN	S
11096	gattino	gattino	NOUN	S
11097	otis	otise	ADV	B
11098	convincerti	convincere ti	VERB	V_PC
11099	orrenda	orrendo	ADJ	A
11100	riparato	riparare	VERB	V
11101	week	week	NOUN	S
11102	evadere	evadere	VERB	V
11103	polpette	polpetta	NOUN	S
11104	sky	sky	NOUN	S
11105	sobria	sobrio	ADJ	A
11106	trump	trump	NOUN	SP
11107	informatica	informatico	NOUN	S
11108	avanzare	avanzare	VERB	V
11109	trey	trey	NOUN	A
11110	lettore	lettore	NOUN	S
11111	scorciatoia	scorciatoia	NOUN	V
11112	ottengo	ottengere	VERB	V
11113	tragitto	tragitto	NOUN	S
11114	innocuo	innocuo	ADJ	A
11115	fotografico	fotografico	NOUN	S
11116	compromessi	compromesso	PRON	SP
11117	jody	Jody	NOUN	S
11118	regia	regiare	VERB	S
11119	codardi	codardo	NOUN	S
11120	arturo	arturo	NOUN	S
11121	diventasse	diventare	VERB	V_PC
11122	dolcetti	dolcetto	NOUN	S
11123	joanna	joanna	NOUN	S
11124	mettiamola	mettiamola	VERB	V_PC
11125	chanel	Chanel	PROPN	SP
11126	lockhart	Lockhart	ADJ	A
11127	martinez	Martinez	NOUN	S
11128	nomina	nominare	VERB	V
11129	stupefacente	stupefacente	ADJ	A
11130	school	School	NOUN	SP
11131	percepisco	percepisco	VERB	V
11132	camice	Camice	PROPN	SP
11133	rivivere	rivivere	VERB	V
11134	impazziti	impazzire	VERB	V
11135	videocamere	videocamera	NOUN	S
11136	hawkins	hawkins	NOUN	X
11137	stanton	stanton	NOUN	SP
11138	evie	evie	NOUN	S
11139	paris	paris	PROPN	SP
11140	ragni	ragno	NOUN	S
11141	visibile	visibile	ADJ	A
11142	forense	forense	ADJ	A
11143	lavoravano	lavorare	VERB	V
11144	fattorino	fattorino	NOUN	S
11145	succhiare	succhiare	VERB	V
11146	camerino	camerino	NOUN	S
11147	verificato	verificare	VERB	V
11148	fiammiferi	fiammifere	NOUN	S
11149	consapevolezza	consapevolezzare	NOUN	S
11150	aubrey	aubrey	PROPN	SP
11151	pazze	pazzo	ADJ	A
11152	imbarazzato	imbarazzare	VERB	V
11153	brilla	brillare	VERB	V
11154	michel	Michel	PROPN	SP
11155	industrie	industria	NOUN	S
11156	riuscisse	riuscire	VERB	V
11157	gong	gong	NOUN	S
11158	perquisire	perquisire	VERB	V
11159	uccidete	uccidere	VERB	V
11160	mandarla	mandare la	VERB	V_PC
11161	ricevete	ricevere	VERB	V
11162	hastings	hastings	X	X
11163	calcolo	calcolo	NOUN	S
11164	comportamenti	comportamento	NOUN	S
11165	w	w	NOUN	X
11166	leah	leah	PROPN	SP
11167	crichton	crichton	PROPN	SP
11168	voltati	voltare	VERB	V
11169	bin	bin	NOUN	S
11170	cora	cora	ADV	B
11171	magnetica	magnetico	ADJ	A
11172	sessanta	sessanta	NUM	N
11173	convinzione	convinzione	NOUN	S
11174	patterson	patterson	NOUN	S
11175	svolto	svolgere	VERB	V
11176	disney	disney	PROPN	SP
11177	insisti	insisto	ADJ	V
11178	soccorsi	soccorrere	VERB	V_PC
11179	tori	tore	NOUN	S
11180	quotidiano	quotidiano	NOUN	S
11181	barb	Barb	PROPN	SP
11182	reddington	Reddington	PROPN	SP
11183	decina	decina	NOUN	S
11184	nasconderci	nascondere ci	VERB	V_PC
11185	esaurimento	esaurimento	NOUN	S
11186	zoccola	zoccola	VERB	V
11187	astinenza	astinenza	NOUN	S
11188	over	over	X	SW
11189	barrett	Barrett	VERB	S
11190	marchi	marchio	NOUN	S
11191	assaggiato	assaggiare	VERB	V
11192	sposerai	sposerai	VERB	V
11193	testare	testare	VERB	V
11194	ascoltarla	ascoltare la	VERB	V_PC
11195	scusarci	scusare ci	VERB	V_PC
11196	coscia	coscia	NOUN	S
11197	arriverai	arrivere ai	VERB	V_PC
11198	acquistato	acquistare	VERB	V
11199	sentirtelo	sentirtelo	VERB	V
11200	problemino	problemino	NOUN	S
11201	ferirti	ferire ti	VERB	V_PC
11202	saprete	sapere	VERB	V
11203	promemoria	promemoriao	NOUN	S
11204	dormivo	dormivo	ADJ	V
11205	weaver	weavere	NOUN	S
11206	diventiamo	diventire	VERB	V
11207	convince	convincere	VERB	V
11208	pannolino	pannolino	NOUN	S
11209	mississippi	mississipre pi	NOUN	V_PC
11210	sissignora	sissignora	ADV	B
11211	eliot	eliot	VERB	V
11212	stacey	stacey	NOUN	S
11213	incasinata	incasinare	VERB	V
