rank,noun,collocations,ru
10235,giulia,,Джулия
10241,prendesse,,взял бы
10247,imparerao,,выучит
10248,starco,,тебе остаться
10249,taglie,,размеры
10251,beva,,пусть пьёт
10255,spiegamo,,объясняем
10256,concentrata,,сосредоточенная
10257,mostrarle,,показать ей
10258,tossicologico,,токсикологический
10259,portalo,,отнеси его
10260,edie,,Иди
10261,segna,,отмечает
10262,costringermo,,заставить меня
10265,gracie,,Грейси
10267,perderla,,потерять её
10268,pronuncia,,произношение
10270,stargate,,звёздные врата
10271,mattono,,кирпич
10274,ginevra,,Женева
10277,chiamala,,позови её
10278,caratteristiche,,характеристики
10280,trattarmo,,обращаться со мной
10282,statistiche,,статистика
10284,efficiente,,эффективный
10287,limonata,,лимонад
10289,pamela,,Памела
10290,sbornia,,похмелье
10292,arrenderto,,сдаться тебе
10295,lara,,Лара
10297,seguirlo,,следовать за ним
10299,scrittrice,,писательница
10301,poverina,,бедняжка
10303,considerato,,рассмотренный
10306,ulteriore,,дальнейший
10308,mappe,,карты
10309,riportarla,,вернуть её
10310,preparativo,,приготовление
10312,cristiana,,христианка/христианская
10313,attrezzature,,оборудование
10316,amaro,,горький
10317,circondato,,окружённый
10318,stressante,,стрессовый
10319,avvenuta,,состоявшаяся
10324,riserve,,резервы/запасы
10326,elementaro,,элементарный
10327,rilassarmo,,расслабиться
10332,sdraiato,,лёжа/лежачий
10335,chimiche,,химические
10340,trattarso,,лечиться
10343,ricomincia,,начинает заново
10344,scrittoro,,писатель
10347,spezza,,ломает
10349,scolastica,,школьная
10353,prue,,Правда
10354,insegnarto,,научить тебя
10355,feloreena,,Флоренция
10356,serate,,вечера
10358,cerasa,,вишня
10361,svegliarso,,проснуться
10366,numeroso,,многочисленный
10369,luminoso,,светлый/яркий
10371,cattolico,,католик/католический
10372,colpe,,вины
10373,vivrao,,будет жить
10375,accettabile,,приемлемый
10376,concentrarso,,сосредоточиться
10377,immenso,,огромный/безмерный
10379,russe,,русские
10384,affido,,вверяю/доверяю
10386,diventero,,стану
10388,fermera,,остановит
10392,massaggo,,массаж
10394,permettetemo,,позвольте мне
10397,clarence,,Кларенс
10398,who,,кто
10399,vesto,,одеваю
10402,mangiarlo,,съесть его
10403,smettete,,перестаньте
10404,darla,,дать её
10406,piangeva,,плакал(а)
10412,imperiale,,имперский
10414,agenzie,,агентства
10415,tornasso,,вернулся бы
10417,binario,,путь/рельс
10422,irlandeso,,ирландец/ирландский
10423,lamento,,стон/жалоба
10424,vincitoro,,победитель
10425,addominalo,,пресс/живот
10426,artiglo,,артиллерия
10427,allontanarso,,отдалиться
10429,reaziono,,реакция
10430,abbassate,,опущенные
10432,scozzese,,шотландец/шотландский
10433,condizionale,,условный
10436,sposate,,замужние/женатые
10438,rimessa,,сарай/возмещение
10439,quartiero,,квартал/район
10442,accolto,,принятый
10443,foglo,,лист
10447,arrabbo,,злюсь
10451,spaventarto,,испугать тебя
10452,introdotto,,введённый
10457,avanza,,продвигается
10460,lamentarso,,жаловаться
10463,picciono,,голубь
10464,isabella,,Изабелла
10468,polonia,,Польша
10469,difenderso,,защищаться
10472,aprirlo,,открыть его
10474,proveniente,,прибывающий/происходящий
10476,graziosa,,миловидная/прелестная
10480,ricorderao,,запомнит
10482,ossessionata,,одержимая
10483,cerebralo,,мозговой
10485,sconvolgente,,потрясающий/шокирующий
10486,costata,,отбивная/ребро
10487,tradisce,,предаёт
10489,canaglia,,негодяй/подлец
